CD_CLIENTE,telemetria_moduloid_moda,telemetria_productlineid_moda,telemetria_slotid_moda,telemetria_statuslicenca_moda,telemetria_contagem
TFDNKE,5511,6,4037,Desconectado,9708
TFDNLF,6,2,4024,Desconectado,2239
TFDNLJ,520,3,0,Desconectado,4751
TFDNMX,519,3,4029,Desconectado,5032
TFDNN4,611,11,611,Conectado,187
TFDNNV,6,2,4022,Desconectado,353
TFDNOP,6,2,0,Desconectado,204
TFDNOT,6,2,4024,Desconectado,2329
TFDNSN,6,2,4024,Desconectado,17
TFDNSO,501,3,0,Desconectado,2492
TFDNT0,6,2,4024,Desconectado,1506
TFDNTR,722,9,3502,Desconectado,11766
TFDNX0,4093,2,4001,Desconectado,22
TFDNXB,4007,0,4007,Desconectado,58
TFDNXC,6,2,4024,Desconectado,4372
TFDO36,515,3,0,Desconectado,1368
TFDO54,6,2,4133,Desconectado,1190
TFDO61,2,2,4022,Desconectado,168
TFDO92,602,11,602,Conectado,642
TFDO96,6,2,4024,Desconectado,119
TFDOA9,77,2,4048,Desconectado,118
TFDOAK,5,2,4022,Desconectado,751
TFDOAP,533,3,4177,Desconectado,2520
TFDOB0,2,2,4022,Desconectado,237
TFDOBB,520,3,0,Desconectado,2323
TFDOBH,2,2,4022,Desconectado,154
TFDOBO,602,11,602,Conectado,483
TFDOC7,519,3,0,Desconectado,299
TFDOCD,501,3,0,Desconectado,427
TFDOCG,4012,0,0,Desconectado,45
TFDOCI,99,0,0,Desconectado,8
TFDOD9,2,2,4024,Desconectado,1307
TFDODT,6,2,4024,Desconectado,1088
TFDOF6,602,11,602,Conectado,865
TFDOFG,602,11,602,Conectado,452
TFDOH6,524,3,0,Desconectado,119
TFDOHG,5,2,4024,Desconectado,740
TFDOPJ,611,11,611,Conectado,19
TFDOR7,818,13,818,Conectado,206
TFDOR8,200,2,0,Desconectado,2522
TFDORH,519,3,4029,Desconectado,1341
TFDOS2,6,2,4000,Desconectado,2695
TFDOSE,818,13,818,Conectado,305
TFDOSH,5,2,4022,Desconectado,530
TFDOSO,513,3,0,Desconectado,3378
TFDOSP,6,2,4024,Desconectado,44
TFDOSV,533,3,4001,Desconectado,2909
TFDOT9,516,3,0,Desconectado,364
TFDOU6,602,11,602,Conectado,221
TFDOU7,5,2,4022,Desconectado,683
TFDOUH,533,3,4001,Desconectado,864
TFDOXA,602,11,602,Conectado,1435
TFDOYB,4093,2,4000,Desconectado,178
TFDOZ6,516,3,4001,Desconectado,317
TFDP06,99,2,0,Desconectado,2
TFDP11,200,2,0,Desconectado,9645
TFDPAC,5,2,4024,Desconectado,1962
TFDPBS,6,2,4022,Desconectado,107
TFDPC3,34,2,4024,Desconectado,667
TFDPDN,501,3,0,Desconectado,181
TFDPF2,2,2,4022,Desconectado,272
TFDPFE,601,11,601,Conectado,242
TFDPFL,2,2,4022,Desconectado,807
TFDPHS,4,2,4022,Desconectado,127
TFDPIO,217,2,3004,Desconectado,967
TFDPJI,99,2,0,Desconectado,2
TFDPJK,805,13,805,Conectado,4845
TFDPMB,4,2,4024,Desconectado,272
TFDPPC,533,3,533,Desconectado,11264
TFDPQP,200,2,4001,Desconectado,1210
TFDPRM,531,3,4029,Desconectado,2244
TFDPRX,5,2,4024,Desconectado,243
TFDPSD,4093,2,0,Desconectado,22
TFDPSO,7,2,4017,Desconectado,1714
TFDPUF,515,3,0,Desconectado,453
TFDPV1,602,11,602,Conectado,213
TFDPVI,619,11,619,Conectado,902
TFDPVK,722,9,3502,Desconectado,3402
TFDPWK,5,2,4024,Desconectado,1923
TFDPWL,602,11,602,Conectado,297
TFDPWP,99,2,0,Desconectado,2
TFDPWX,6,2,4024,Desconectado,555
TFDPWZ,2,2,4022,Desconectado,475
TFDPXB,4012,0,0,Desconectado,62
TFDPXF,506,3,4024,Desconectado,266
TFDPXN,534,3,4029,Desconectado,302
TFDPXV,4093,2,4001,Desconectado,55
TFDPZ6,2,2,4024,Desconectado,2882
TFDQ03,602,11,602,Conectado,182
TFDQ69,601,11,601,Conectado,303
TFDQ71,2,2,4022,Desconectado,1183
TFDQA3,534,3,4029,Desconectado,7094
TFDQA5,722,9,3502,Desconectado,4939
TFDQCC,2,2,4024,Desconectado,1204
TFDQCG,6,2,4024,Desconectado,677
TFDQD7,2,2,0,Desconectado,10379
TFDQDF,602,11,602,Conectado,450
TFDQDJ,601,11,601,Conectado,318
TFDQFU,818,13,818,Conectado,188
TFDQGO,604,11,604,Conectado,24
TFDQH4,217,2,3004,Desconectado,5514
TFDQHM,6,2,4024,Desconectado,389
TFDQII,4,2,4024,Desconectado,6910
TFDQIQ,602,11,602,Conectado,441
TFDQJS,2,2,4024,Desconectado,2011
TFDQK8,84,2,4000,Desconectado,4130
TFDQKX,10,2,4024,Desconectado,551
TFDQNN,43,2,4024,Desconectado,227
TFDQNQ,77,2,4048,Desconectado,136
TFDQNT,5087,1,4000,Desconectado,3175
TFDQOE,6,2,4024,Desconectado,3219
TFDQQ6,2,2,4022,Desconectado,15
TFDQQG,6,2,4133,Desconectado,2074
TFDQQI,722,9,3502,Desconectado,405
TFDQRQ,635,11,635,Conectado,440
TFDQS3,2,2,4024,Desconectado,123
TFDQTE,99,2,0,Desconectado,2
TFDQTO,99,2,0,Desconectado,2
TFDQU2,4012,0,0,Desconectado,47
TFDQUO,99,2,0,Desconectado,6
TFDQV1,217,2,0,Desconectado,9348
TFDQWP,5,2,4024,Desconectado,3815
TFDQWW,9,2,4134,,4
TFDQX0,5,2,4022,Desconectado,64
TFDQX3,635,11,635,Conectado,545
TFDQXH,210,3,4150,Desconectado,3649
TFDQYJ,6,2,4024,Desconectado,140
TFDQYN,6,2,4024,Desconectado,794
TFDQYY,2,2,4024,Desconectado,16
TFDQZZ,2,2,4024,Desconectado,358
TFDR46,4,2,4024,Desconectado,4794
TFDR64,604,11,604,Conectado,18
TFDRA2,2,2,4024,Desconectado,450
TFDRAE,602,11,602,Conectado,790
TFDRAX,2,2,4022,Desconectado,362
TFDRB8,99,2,0,Desconectado,2
TFDRB9,2,2,4022,Desconectado,450
TFDRBX,6,2,4024,Desconectado,445
TFDRCF,6,2,4024,Desconectado,23
TFDRCN,516,3,0,Desconectado,697
TFDRCQ,43,2,4024,Desconectado,2118
TFDRCT,533,3,4001,Desconectado,610
TFDRD6,2,2,4024,Desconectado,556
TFDRDS,5,2,4022,Desconectado,406
TFDRE2,604,11,604,Conectado,21
TFDRE6,5503,6,4037,Desconectado,115
TFDRFS,602,11,602,Conectado,415
TFDRFV,13,2,4024,Desconectado,4840
TFDRG5,621,11,621,Conectado,302
TFDRGJ,5,2,4022,Desconectado,138
TFDRGU,2,2,4024,Desconectado,1842
TFDRHZ,533,3,4001,Desconectado,1086
TFDRJ5,6,2,4024,Desconectado,225
TFDRJK,99,2,0,Desconectado,8
TFDRJV,84,2,4025,Desconectado,322
TFDRK0,604,11,604,Conectado,14
TFDRKF,604,11,604,Conectado,24
TFDRKS,46,2,4027,Desconectado,7176
TFDRL6,516,3,0,Desconectado,136
TFDRQG,39,2,4022,Desconectado,61
TFDRQJ,4,2,4022,Desconectado,193
TFDRS1,501,3,0,Desconectado,461
TFDRT1,515,3,0,Desconectado,317
TFDRTC,6,2,4118,Desconectado,5844
TFDRTE,4,2,4022,Desconectado,52
TFDRUS,6,2,4024,Desconectado,1100
TFDRYA,604,11,604,Conectado,17
TFDRZX,515,3,0,Desconectado,2499
TFDS05,5,2,4022,Desconectado,1536
TFDS21,515,3,4034,Desconectado,438
TFDS35,99,2,0,Desconectado,2
TFDS53,10,2,4024,Desconectado,1614
TFDS54,4093,2,4001,Desconectado,19
TFDS65,520,3,0,Desconectado,1487
TFDS71,520,3,0,Desconectado,830
TFDS74,516,3,0,Desconectado,664
TFDS77,805,13,805,Conectado,862
TFDS80,2,2,4024,Desconectado,890
TFDS88,2,2,4022,Desconectado,417
TFDS95,520,3,0,Desconectado,714
TFDSA7,84,2,4026,Desconectado,26
TFDSAF,6,2,4024,Desconectado,56
TFDSAL,2,2,4024,Desconectado,1295
TFDSAR,7,2,4025,Desconectado,80
TFDSB5,99,2,0,Desconectado,2
TFDSCV,19,2,4022,Desconectado,236
TFDSDN,4012,0,0,Desconectado,86
TFDSE7,635,11,635,Conectado,111
TFDSEL,5,2,4024,Desconectado,908
TFDSG2,635,11,635,Conectado,689
TFDSGL,601,11,601,Conectado,73
TFDSHA,6,2,4000,Desconectado,1422
TFDSHG,2,2,4024,Desconectado,470
TFDSHT,817,13,817,Conectado,684
TFDSIO,520,3,0,Desconectado,83
TFDSIP,4,2,4022,Desconectado,668
TFDSJO,531,3,0,Desconectado,8917
TFDSKA,604,11,604,Conectado,21
TFDSLE,533,3,4177,Desconectado,826
TFDSLI,604,11,604,Conectado,32
TFDSLK,6,2,4024,Desconectado,144
TFDSM6,516,3,0,Desconectado,249
TFDSM8,635,11,635,Conectado,469
TFDSMK,5,2,4022,Desconectado,2530
TFDSML,6,2,4024,Desconectado,617
TFDSN8,4007,0,4007,Desconectado,2027
TFDSNB,6,2,4024,Desconectado,64
TFDSPM,2,2,0,Desconectado,8714
TFDSSE,2,2,4024,Desconectado,1183
TFDSZ4,6,2,4024,Desconectado,185
TFDTH9,6,2,4024,Desconectado,346
TFDTIP,6,2,4048,Desconectado,60
TFDTJC,519,3,0,Desconectado,356
TFDTJE,4093,2,4001,Desconectado,218
TFDTJV,516,3,0,Desconectado,456
TFDTJW,2,2,4024,Desconectado,1580
TFDTK3,77,2,4000,Desconectado,190
TFDTKU,601,11,601,Conectado,629
TFDTL6,516,3,0,Desconectado,803
TFDTLN,4093,2,0,Desconectado,145
TFDTMG,2,2,4024,Desconectado,302
TFDTMJ,516,3,0,Desconectado,672
TFDTMV,516,3,4024,Desconectado,840
TFDTNT,2,2,4024,Desconectado,292
TFDTOD,33,2,4034,Desconectado,1392
TFDTOX,4012,0,0,Desconectado,47
TFDTP2,605,11,605,Conectado,63
TFDTPY,604,11,604,Conectado,24
TFDTQ0,4,2,4022,Desconectado,22
TFDTQ4,5,2,4000,Desconectado,1059
TFDTQO,501,3,4026,Desconectado,312
TFDTQS,9,2,4134,,4
TFDTR7,7,2,4026,Desconectado,264
TFDTRI,515,3,0,Desconectado,749
TFDTRQ,519,3,4029,Desconectado,64
TFDTS1,520,3,0,Desconectado,1508
TFDTS2,4,2,4024,Desconectado,124
TFDTS5,217,2,4024,Desconectado,666
TFDTSB,5,2,4024,Desconectado,585
TFDTSS,99,2,0,Desconectado,2
TFDTU8,805,13,805,Conectado,1831
TFDTVN,2,2,4024,Desconectado,1822
TFDTY3,604,11,604,Conectado,12
TFDTY4,2,2,4022,Desconectado,227
TFDTYP,6,2,4022,Desconectado,238
TFDTYQ,805,13,805,Conectado,1978
TFDTZ0,635,11,635,Conectado,951
TFDTZU,99,2,0,Desconectado,2
TFDU41,6,2,4024,Desconectado,535
TFDU45,520,3,0,Desconectado,313
TFDU58,6,2,4000,Desconectado,3
TFDU70,601,11,601,Conectado,169
TFDU80,210,2,4150,Desconectado,958
TFDU84,6,2,4024,Desconectado,252
TFDU86,217,2,4024,Desconectado,470
TFDU93,506,3,4017,Desconectado,2247
TFDUAR,602,11,602,Conectado,174
TFDUB2,10,2,4027,Desconectado,9
TFDUBB,506,3,0,Desconectado,805
TFDUCT,602,11,602,Conectado,191
TFDUEW,43,2,4032,Desconectado,5
TFDUGN,6,2,4022,Desconectado,17
TFDUGW,611,11,611,Conectado,333
TFDUHU,10,2,4024,Desconectado,382
TFDUJD,632,11,632,Conectado,485
TFDUKX,99,2,0,Desconectado,2
TFDUL9,10,2,4024,Desconectado,5094
TFDUMJ,602,11,602,Conectado,575
TFDUMU,6,2,4048,Desconectado,151
TFDUNC,506,3,0,Desconectado,267
TFDUOG,6,2,4024,Desconectado,695
TFDUP0,4012,0,0,Desconectado,38
TFDUP5,5,2,4024,Desconectado,464
TFDUPG,6,2,4022,Desconectado,23
TFDUPO,602,11,602,Conectado,1301
TFDUQA,6,2,4022,Desconectado,4
TFDUQD,2,2,4024,Desconectado,1917
TFDUQH,6,2,4024,Desconectado,474
TFDUQJ,516,3,0,Desconectado,677
TFDUR1,524,3,0,Desconectado,12
TFDURW,506,3,0,Desconectado,360
TFDUSI,2,2,4024,Desconectado,52
TFDUSS,515,3,0,Desconectado,272
TFDUTI,513,3,0,Desconectado,37
TFDUTZ,6,2,4022,Desconectado,271
TFDUUO,6,2,4024,Desconectado,27
TFDUVB,722,9,3502,Desconectado,540
TFDUWH,635,11,635,Conectado,183
TFDUXW,6,2,4024,Desconectado,400
TFDUY1,2,2,4024,Desconectado,154
TFDUYI,5,2,4024,Desconectado,186
TFDUZI,6,2,4024,Desconectado,665
TFDUZR,6,2,4024,Desconectado,91
TFDV48,6,2,4024,Desconectado,890
TFDV54,6,2,4024,Desconectado,414
TFDV91,6,2,4024,Desconectado,1118
TFDVA4,4093,2,0,Desconectado,7
TFDVAH,99,2,0,Desconectado,2
TFDVB4,513,3,0,Desconectado,223
TFDVB6,217,2,3004,Desconectado,3547
TFDVCE,4012,0,0,Desconectado,63
TFDVD8,6,2,4022,Desconectado,579
TFDVDF,4093,2,4001,Desconectado,164
TFDVE2,519,3,0,Desconectado,447
TFDVFF,602,11,602,Conectado,261
TFDVGK,520,3,0,Desconectado,574
TFDVHC,4093,2,4001,Desconectado,7
TFDVHV,506,3,0,Desconectado,112
TFDVHX,516,3,0,Desconectado,1304
TFDVI2,602,11,602,Conectado,287
TFDVIM,2,2,4022,Desconectado,83
TFDVJ7,602,11,602,Conectado,217
TFDVJD,604,11,604,Conectado,23
TFDVK3,507,3,0,Desconectado,5
TFDVK4,5,2,4024,Desconectado,137
TFDVK8,507,3,0,Desconectado,2
TFDVKE,726,9,3502,Desconectado,372
TFDVKM,2,2,4007,Desconectado,164
TFDVL8,217,2,4024,Desconectado,3153
TFDVLX,604,11,604,Conectado,27
TFDVM0,507,3,4024,Desconectado,90
TFDVMR,515,3,0,Desconectado,297
TFDVOL,5,2,4024,Desconectado,1397
TFDVPL,4093,2,4000,Desconectado,1198
TFDVQ7,5,2,4022,Desconectado,252
TFDVRL,7,2,4025,Desconectado,251
TFEBF9,2,2,4024,Desconectado,14
TFEBKG,2,2,4024,Desconectado,957
TFEBLG,534,3,534,Desconectado,1172
TFEBLO,6,2,4022,Desconectado,28
TFEBLV,99,2,0,Desconectado,4
TFEBM6,6,2,4024,Desconectado,1719
TFEBMF,726,9,3502,Desconectado,18
TFEBNH,506,3,4022,Desconectado,479
TFEBNU,217,2,3004,Desconectado,3263
TFEBO6,4007,0,4007,Desconectado,8
TFEBOH,4093,2,4093,Negado,21
TFEBPJ,4093,2,4007,Desconectado,331
TFEBPL,5582,6,4145,Desconectado,609
TFEBQ6,4093,2,4001,Desconectado,17
TFEBQE,4007,0,4007,Desconectado,6
TFEBR2,6,2,4022,Desconectado,167
TFEBRF,99,2,0,Desconectado,2
TFEBS5,4012,0,0,Desconectado,36
TFEBS7,2,2,4024,Desconectado,171
TFEBTA,6,2,4024,Desconectado,503
TFEBWO,2,2,4024,Desconectado,6
TFEBZ4,2,2,4024,Desconectado,207
TFEC03,99,2,0,Desconectado,2
TFEC45,10,2,4024,Desconectado,50
TFEC85,2,2,4022,Desconectado,465
TFEC92,2,2,4022,Desconectado,79
TFECAI,6,2,4024,Desconectado,284
TFECAJ,507,3,0,Desconectado,15
TFECAS,2,2,4024,Desconectado,182
TFECB0,722,9,3502,Desconectado,74
TFECBJ,4093,2,4001,Desconectado,126
TFECBT,6,2,4024,Desconectado,461
TFECGP,516,3,4026,Desconectado,70
TFECH8,515,3,4034,Desconectado,131
TFECH9,5553,6,4000,Desconectado,5943
TFECIN,6,2,4022,Desconectado,286
TFECKS,99,2,0,Desconectado,2
TFECO8,515,3,515,Desconectado,843
TFECPW,99,2,0,Desconectado,2
TFECQ5,99,2,0,Desconectado,7
TFECQ6,6,2,4024,Desconectado,41
TFECRP,5,2,4022,Desconectado,66
TFECRV,2,2,4024,Desconectado,81
TFECUT,6,2,4000,Desconectado,443
TFECV1,2,2,4022,Desconectado,42
TFECV2,6,2,4022,Desconectado,191
TFECW2,5,2,4024,Desconectado,452
TFECW9,507,3,0,Desconectado,32
TFECWD,28,2,4028,Desconectado,16
TFECWL,12,2,4033,Desconectado,32
TFECWY,6,2,4024,Desconectado,44
TFECYG,6,2,4024,Desconectado,834
TFED07,2,2,4022,Desconectado,196
TFEDDC,7,2,4025,Desconectado,1
TFEDDS,2,2,4024,Desconectado,415
TFEDEG,94,2,4022,Desconectado,67
TFEDEH,28,2,4022,Desconectado,241
TFEDEU,4093,2,4001,Desconectado,102
TFEDFX,34,2,4024,Desconectado,15
TFEDGE,520,3,4022,Desconectado,577
TFEDGG,6,2,4024,Desconectado,294
TFEDGP,6,2,4024,Desconectado,438
TFEDGY,2,2,4022,Desconectado,228
TFEDH1,6,2,4022,Desconectado,312
TFEDH3,7,2,4000,Desconectado,132
TFEDHK,2,2,4024,Desconectado,300
TFEDHL,4012,0,0,Desconectado,48
TFEDHY,507,3,0,Desconectado,190
TFEDI0,6,2,4024,Desconectado,21
TFEDIF,2,2,4022,Desconectado,325
TFEDIK,99,2,0,Desconectado,30
TFEDIS,6,2,4024,Desconectado,559
TFEDIU,507,3,0,Desconectado,95
TFEDIV,16,2,4025,Desconectado,220
TFEDJ6,516,3,0,Desconectado,147
TFEDJG,4092,0,4092,Desconectado,5
TFEDMO,99,2,4000,Desconectado,45
TFEDSS,99,2,0,Desconectado,3
TFEDWL,507,3,0,Desconectado,7
TFEDZO,507,3,0,Desconectado,10
TFEDZU,4012,0,0,Desconectado,38
TFEE01,507,3,0,Desconectado,37
TFEE13,4093,2,4048,Desconectado,41
TFEE28,99,2,0,Desconectado,5
TFEE29,6,2,4024,Desconectado,100
TFEE30,9,2,4134,,4
TFEE44,22,2,4027,Desconectado,131
TFEE47,534,3,4001,Desconectado,10376
TFEEAA,99,2,0,Desconectado,8
TFEEEH,6,2,4022,Desconectado,16
