CD_CLIENTE;DIAS_CLIENTE
TDCF4N;751
TCAYK0;5066
TFDPT0;727
TFCM06;2132
TFCOXY;2005
T31146;5793
TDCE4D;2419
TFDRG1;1452
TFDGH1;1060
TDC0AZ;2365
TFBXHH;4629
TFBXHM;2967
TFAGPE;3201
TFDUQV;448
TEWAA8;8005
TB1640;4277
TFECV1;296
TEXSP0;4923
TFDQUK;661
T27008;5808
T92246;7723
TEZM89;3678
T03013;6138
TB4615;3634
TFEETF;194
TC3843;7342
TFCROE;1826
TDCEFK;663
TDCCQ6;1742
TDCCZL;1332
TFBWZ2;2704
T41917;5130
TFBZQ5;2645
TFCX12;1550
TAA637;5504
TDCDSZ;4154
TFCPUN;4132
TDC0GW;3065
T60447;4623
T35446;4832
TFCEZ9;2405
TDCFMK;1808
TFEBO7;356
TB1645;5299
T16237;6766
TEZDT9;4426
T22396;4609
T51026;6750
TDCCG8;1364
TD0679;3131
T04366;9755
TDC81P;1209
TFDI69;969
TFDPUF;726
TDCF2M;1825
TFCFT6;2369
TFDIBZ;968
TEZIUB;3979
T53550;6673
TF6007;5198
TDC34Z;2059
TDC164;2639
TFBN21;543
T92111;5756
T53570;9278
TEZCRS;4519
TFDRHO;621
TFEDL8;241
TB5934;3268
TA2570;8388
TFDR69;647
T07537;8857
T09168;3596
TFECWT;296
T50368;5613
TFBLGP;4101
TEZNRH;3526
TFDSHT;549
TEZNKW;3544
T76078;5793
TDCELM;767
TFDBJB;4500
TFDQZ8;655
TFALIE;3174
TEZBZC;4591
TDCDXI;1537
TCAC14;3846
TEZIZI;4665
T25029;5018
TB6662;2284
T05513;9463
T60696;5710
T15144;7066
TFBXL6;3027
TFCRUR;1817
TFCDG4;5497
TFDEF5;1150
TFEDZG;233
T46735;5532
TB4835;3700
T77325;8210
TFCLEK;2155
T43110;5961
TFCXUX;1517
TFCKB6;2195
TFBWO7;2714
TB5599;3207
T51706;5504
TDCCOS;555
TFCPV1;1930
T16970;5812
T09869;5113
TDCDXQ;626
TA8471;5513
T54237;6340
TFDEY1;1118
T26272;10155
TFEEJK;208
TDCES4;732
TEZLZ9;3534
TFCWET;1586
TEVOVX;5596
TFDFBG;1114
TDCG6F;865
TEZIWX;3966
TFCS77;1803
TDCH29;1320
T43356;1304
TEWTY2;4615
TDCDLO;1259
TFEDD2;277
TFCUBV;4020
TFCPWH;1941
T41056;5627
TFAELN;3205
TB1040;6591
TEZH55;4139
TEZIQ6;3992
TFEDAN;282
T16660;5625
TFDVLH;387
TDCEIS;1132
TFCRVL;1817
TFCXNV;1530
TFCSPC;1769
TDCESO;1348
TDCCKD;594
TA3626;6255
TC6175;4386
TEZI79;4044
TFDNCG;856
TFBTMT;2771
TFBYTL;2685
TEZAY0;748
T35769;5197
TFDE06;1157
TFDTYQ;492
T16588;8122
TDCH43;1060
T58681;9652
TFDUJD;457
T51726;5778
TFCSO4;1756
TFCDJG;2475
T60275;5963
TFBXHN;2161
T53815;11506
TB6566;906
TFCPAP;1648
TFBLTE;13248
TFBKKF;3005
TEZDDG;4470
T15837;6841
T96535;5686
TFDIES;964
TFEEDH;220
TDCH8K;2688
TAAHZ2;5413
TEXKCC;5031
TDCE8S;1538
TDCCGR;2547
T96461;5688
TFBKMR;3086
TFEEQD;205
TA3606;4629
TFBKTY;2974
TA2614;4261
TFEDHR;265
TEZLXL;3687
TCBLYJ;4912
TDCF2R;1483
TFDVQ7;374
TFDDI5;655
TFBKG6;5450
TFECB7;325
TEYVYX;4769
T12280;7706
TFBER2;5860
TDCGCF;4181
T53615;5289
TFDSNQ;542
T18287;11689
T53021;5304
TFDVNV;188
T47490;4863
TFCYLN;796
TCAWFB;3280
TFDE98;1153
TFDUKY;1654
T82418;6418
TB0375;5952
T06574;9159
TEZUUE;3279
TDCDAG;906
T15526;6956
TDCCG5;2273
TFCXHI;1542
TEZNRQ;3540
TDCEPF;1276
TFDHAN;1021
TEZBC3;7599
TDCE8Z;1320
T32650;4869
TEZEUQ;4343
TDCGC5;1945
TFCYR3;1479
TFDCMG;4988
TFED25;279
T48259;8270
TCBANZ;2305
TFCVPH;1615
TFDUJ1;458
T01846;10610
TDCEH1;1894
T06198;5660
TFBXSO;2985
TEZESA;4346
T10121;8276
TFBKQU;6459
TFAEAJ;3210
TFDTMG;517
TFECLE;311
TDCFUG;3131
TFDIWB;927
TB2985;4907
TDCGBV;1854
TDCCD9;578
TFDQGO;691
TB2743;5008
T18952;8252
TFCX62;1561
TCAATF;4470
TFDCBH;1243
T28442;5708
TFEDS6;249
TFBJSN;3455
TDC0MZ;2335
TFBKOT;3907
T34846;5338
TFDSCV;563
T08322;5197
TFBLB1;3921
TFCYEA;1495
TFCTM4;1734
TEXFEW;5099
TFBKX2;3887
T36201;5752
TFDVE2;405
TFCWI4;1579
TB5773;3288
TDCFMC;751
TEXKLJ;6904
TDC536;1714
T01384;8017
TDCA8C;3392
TDCGCK;2146
TFCRF0;839
TFCHJ3;2305
TEYJ00;542
TFDGD8;1067
TFDBCK;1298
TFDELO;1137
TEZFES;4303
TEYTDZ;4785
T38839;5592
TFECY4;293
TB1719;5941
TFDVNQ;382
TFEDB9;279
TCB063;3793
TDCGSV;2706
TCAUCX;2937
TA2609;4772
TEZGR6;4170
TFDBQ1;1272
TFDVK4;388
TDCCWB;1682
TFBLZR;5156
TDCFIH;1272
TEZFXT;3828
TEZEDP;4381
TFDVHV;394
T08451;8657
TFECTF;297
TFDQ17;712
TDCDC4;1788
TFDTSM;507
TFCEH0;2378
TEZGWY;4156
TCAXU6;4178
T75330;5652
TB1029;6446
TFCZ69;1458
TFDPM9;744
TFEEOE;205
TEVVM3;5562
T07272;10644
TDCFCJ;2068
TFDU80;481
TEZJR8;3877
TFDQMY;673
TFDBMD;1277
TEZN32;3588
TB4183;4202
TDCF1I;859
TFCBTL;2518
TFDVCC;412
TFDAPJ;1328
T99366;5336
TA2531;7813
TCAMQG;3399
TDCGDD;2379
T84560;5522
TFECJ1;317
TB2752;3875
TDCE2L;1668
T09466;10588
TFCIB4;2273
TFDVS5;362
T15062;5347
TDCDSO;762
T17085;6479
TFDMYW;866
TDCFE1;1150
TFDEII;1144
TB3291;3337
T62318;5883
TEZMYJ;4458
TCAGZU;3740
T08855;12266
TB4727;3311
TFDPNN;740
TEZE63;4394
TDC0TJ;1651
TB5155;2960
TFCEBK;2438
TFDPXB;723
TFDROB;600
TFBWZZ;2701
TEZMXD;4965
TB0791;4719
TFDAEY;1346
TEZDR4;4427
TEZFTH;4251
TFCRJ4;1847
TFC668;2603
TCAFRH;3931
TFDESX;1123
TEZLO7;3721
TDCEAA;675
TFCQV8;1878
T59082;7363
TDCD0J;3425
TFCB37;2550
TFCRGT;1305
TB5129;3532
T17997;7643
TC1348;5212
TFCRLG;4603
T12712;5410
TEZJBZ;3940
TFDQKY;678
TDCCJO;1766
TFBSMQ;4342
TDCC5J;2403
TFECME;307
T58645;5640
TFDUGN;464
TFCPYM;1452
TB0123;10121
T03314;10170
T07457;8879
TFDVFL;401
TEZUTA;3281
TEWLW3;6985
TFCX36;1551
TB5398;3411
TFDOC7;814
TFDTJY;523
TFCZUK;1424
T37473;9167
TFCFE7;2397
T61799;5294
TCAOQ8;3277
T21576;12651
TFCKB8;2197
TEZNZY;3481
TAABOZ;1178
T06253;4832
TFDIM4;949
TDCDIX;412
T75123;6666
TDCE41;733
TFEBQE;354
T15644;5794
TDCC1H;2203
TAAC29;5471
T39536;724
TEZFFQ;4300
TB0902;4218
T57766;5778
TFBERX;3133
TFEDCQ;250
TFDTLG;516
TFECW2;296
TB3859;3540
TDC118;1430
TFDQAE;703
TFDQDP;695
TB4951;3542
TDCGFY;1334
TFEDDL;276
TDCGB1;3687
TDCCDO;1510
TFDNMT;844
T36761;4657
TFCY75;6261
TEXHTW;5036
TEXKE8;5022
TFDVFA;356
TB3627;4534
TDCHDH;356
TFCMUC;2102
TB4892;3687
T11271;7947
TDCCEO;3622
TDC1KW;1938
TB5517;3516
TFDTWD;495
TFCMXL;2095
TDCFPL;2517
TFBLCS;2943
TFDEG5;1147
T53563;6975
TFEEDZ;220
TAAQR8;5298
TFEDZU;233
TFEBME;359
TFEEEA;219
TFEEPA;205
TFEC42;326
TDCFZB;4122
T09016;8542
TFDSH1;550
TEXCMR;5108
TDC34K;2486
TDCG5G;1130
T06883;9062
TFBJZI;3047
TEZHAX;4132
TDCC2Q;1320
TEZCV3;4503
T07650;8849
TFDGEM;1062
TDCA0I;635
TDCG40;4122
TFEET3;194
TDCEAJ;1893
T57575;5835
TDCGZQ;774
TFCIE1;2267
T26902;9218
T42299;4836
TFBT97;2791
TFDGKR;1056
TFDGZL;1026
TFDQFU;691
TEZLEW;2964
TEZJBE;3944
TFBYN7;5506
TDC9ZM;2897
TFBU18;2746
T76189;5409
TFDB05;1306
TEZBAC;4675
T06816;4912
TEZEI8;7055
T57058;3583
T84929;6222
TDCDL1;2460
TB4232;6194
T04404;5428
TFDITE;935
TEZJX7;3861
T03455;7696
TFEDIF;251
TDCEJ3;789
T21416;6962
T09724;10223
T38502;5546
TFCXNE;1529
TFECPV;303
TFCXQQ;1523
TFDOF6;804
T54187;6368
TB6410;3145
T76289;6214
TFCRXC;1816
TFDQBB;699
TDCD3O;1580
TFDTIP;528
TDCCSG;1164
TFEDQH;251
TFBSVB;2799
TEZMHI;3645
TFDSXB;1822
TFCUKX;1014
T51367;4511
TFDVEW;403
TFDRKC;612
TFCHLH;1452
TFCVYE;1536
TFCVYN;509
T21777;12606
TEZLOS;503
T12315;7704
T03967;7235
TDCC8Q;907
TFCXZX;1511
TFCRYN;1780
TDCCPF;1168
T11910;7782
TEZKMD;3805
TFCWKZ;1574
T83980;5255
TDCFEX;1362
TFDFF6;1103
TDC9SP;1991
TFDTRI;509
TFECW9;296
TEZGOP;4182
TDCELT;2547
TDCEPW;482
TEZCO4;4527
TFCQRY;1878
TFDSHL;550
TEZOU0;3376
TB4733;3649
T15074;7061
T74414;6575
TFBKPC;2981
TDCH9X;2358
TB5814;864
TEZAXR;4693
TB5560;3117
TD0569;4694
T54374;5197
TB2234;4985
TFBRJZ;2832
TDCE40;801
TB5585;3506
T79264;4664
TFDEUW;1122
TFEDGP;268
TDCG7Q;1024
TEWBJ1;5319
TDCDTD;1357
TEXSOB;4923
TDCCU0;3763
TFDCTV;1308
T50762;4513
T36812;5799
T13830;7403
TFDJAJ;913
TFCT16;1756
TFBXEA;2995
TFDOU6;779
TDC857;1454
TFDBJH;1280
TEZEM1;4448
TFDOQK;783
TFDVQM;374
T53335;9395
TFDEFM;1150
TDCF8M;2109
TFDHTZ;661
TFDSM6;542
T06435;7297
TFD080;1411
TEZCT3;3705
TFBKJR;3005
TFDEDL;1150
TDCE7R;905
TDCGE2;1536
TFEEWC;186
T07684;8712
TFDUHZ;459
TEZFEU;4303
TC0486;5193
TFDSS1;531
TDCC5H;3561
TFCAFR;2579
TFDFJK;845
TDCEEB;1200
TFEDIO;265
TDCF0V;1241
TFDUSS;446
TEZDBB;4477
TFDUR4;444
TEZOOU;3408
TA3512;4629
TFECLK;311
TFCPRD;1941
TFCPXC;1924
TDCC2N;1416
TFDRUS;584
TFCRDM;1857
TCAISI;3706
T04305;9764
TFDJT2;880
TDCDIF;1466
TDCAC2;920
TDCCYD;3814
TFCGN2;1501
TFEBMS;359
TB2014;5465
TDCC2F;1819
TFDTS2;509
TFDQH4;691
TFCQJC;1895
TFDPWX;723
TFEDLT;255
TDCGBB;2468
TFCAQP;2564
TAAJUS;5394
T92121;5765
TFDQDY;695
TDCEH6;1278
TDCFFG;578
TDCEOX;2718
TFDTMX;514
T01254;6870
TDCERW;1028
TFBJT0;1577
TEZJH2;3925
T73768;5535
TB3109;4785
TFDCJ4;1230
TFCZFY;1452
T03655;9977
TDCCUF;1958
TEZMJK;4436
T00390;11527
TFDTRS;509
TDCG9O;536
TFDPNU;739
TFCOXM;2006
TEXCJH;5109
TEVVQ4;4162
TFDUEW;472
TFCWN6;1574
T42463;5423
TDC9Z1;1762
TDCGPQ;1672
TCBCNW;4833
T14539;5729
TDCGUZ;1578
T28098;4659
TDCFOY;1258
TFDB66;1304
TEZCHF;4554
TEZOOJ;3401
TFBLO2;2914
T44012;5105
T23438;12319
TDCDAS;1034
TFDVHQ;394
T60726;5932
TFED39;286
TFBYGE;4337
TFBSPA;1431
TFDOH7;800
T73851;5801
TDCGKR;1088
TFCBN5;2526
TFEEER;216
TFDOSH;783
T26188;5528
TEZGC5;5715
TFDNXL;821
TFCSHZ;1787
TFDUP6;450
TFBQZU;3933
TDCG5J;895
T04819;6274
TA8438;5533
T07483;5382
T04786;1150
T57095;6250
TFCCRW;7901
TB0766;7286
T42367;8483
T16016;6793
TCAIVC;3644
TEZKLA;3814
TDC890;1507
T44252;2873
T09269;9061
T76374;3408
TFDRKS;608
TFDUGH;465
TFBO04;3037
TEZNKM;3554
TB6029;2589
TDCE78;835
TDCDO2;1082
TFBZTD;2641
TEZINH;4021
TDC9W4;1494
TFDQLY;675
TFDREI;633
TDCH8W;2061
TDCEUM;1411
TFBZXZ;2636
TFDF53;1117
TFCMM7;2106
TDCEP1;2021
T76838;3408
T41387;8634
TEXHWY;5044
TFCFZD;2349
T35043;7326
TFDTJE;472
TEZHBA;4132
TFDS73;570
TEXFC5;5088
TDCACB;906
TA4192;5643
T96529;5686
TFDV89;417
TFDOY2;767
TFDIRF;936
TDCG5M;4073
TFDIDJ;964
TFCPIP;1962
TDC9Y1;1259
TDCCEI;2218
TFBRAR;4094
TDCHA7;1126
TFDRJK;614
TFCOKH;2032
TDCF7E;1329
T05723;9412
T59191;4833
TFCAWM;2553
T10680;9363
TCAE51;3377
TDCE7B;639
TDC85G;1385
TEZUNZ;3294
T98750;5653
TFCXMZ;1528
T29710;5723
TDC86O;1630
TB4508;5628
TDCCOD;1221
TFDBVB;1270
T10182;4861
TDCEB8;538
T32634;9943
TFBMIR;5073
TEZI72;4041
TA3573;5234
TFDBYT;1258
TDCH40;2151
TFCSZU;1756
TFBZL4;2694
TEZNJY;3570
TFDFWC;1082
T12817;7578
TFCXE8;1544
TFCTRW;1725
TEXFBB;4455
TB2357;5001
TDCGMM;738
T74810;6199
TFCZQG;1427
TDCEV5;814
TFCO67;2047
TDCDBM;788
T05748;6425
T05997;9336
TFDPV1;724
TEZIYJ;3959
TFBLX1;2882
T51140;6703
TB5965;3253
T16194;6722
TFCC84;2509
T14535;13103
TDCCKS;1593
TFCMWB;535
TFCZME;1434
TCAIR0;3610
TDCC6R;485
TFEBQP;354
TDCGNW;1150
TFDUP0;450
TFDNQK;1034
TEZHH6;4106
TB5440;814
TDCDQ2;1238
TFDTSW;501
TFDIZT;920
TFDCU2;1213
TFCQWE;1873
TB4591;2140
TDC1P2;1938
TFBZSP;2642
TB1259;5299
T51053;5515
TFDNSO;1801
TCBEV8;3289
TFDCA5;1245
TDCGDE;545
T58706;5365
TFDXTV;363
TDCCFC;450
TDCF4Q;502
T13468;5781
TEXY99;2260
T46027;9395
T53366;6990
T41869;8572
TEZCRL;4657
TFDIND;945
TC0199;4498
TEXY56;4804
TAAI74;5406
TFCNSC;2060
T07912;10310
TFBXGS;6319
TA8402;5535
TDCFCM;1292
TFCAXX;2552
TFDTJN;524
TDCHBT;345
TDC1NS;1861
T04389;9736
TFECLL;311
TFD156;1405
TFCAC5;2578
TAAG64;8683
TB3507;4512
TA2555;9028
T04251;9774
TDC04J;3491
TFBYDV;3065
TEZHYA;4050
TFEBNY;356
T61718;6268
TFCJPH;2214
TDC881;2263
TFDUT7;438
TFBW34;1760
T54284;6353
TDCH4A;1083
TF2240;3244
T60625;5575
T27866;5193
T51945;5676
TFBYIW;8892
TDCG43;1535
TFCHHS;2305
TDCDTW;4141
TC0896;5170
TDC1IV;212
TDCG24;1062
TFCXG0;1544
TFDVPG;375
T46506;4772
T10698;9091
TB6427;3169
TEZHRM;4072
TFDUPX;450
TFDAGQ;1342
TFCQ42;1074
T04491;12414
TFCS74;1803
T11677;7843
T02855;4391
TDCGWH;781
TFBLKG;8664
TB6036;3273
TFCXO8;1532
TEZJGM;3933
TEZJUL;3852
TDCH8L;635
T08245;8668
TDCGJV;730
TDCFYT;1509
TFCAPX;5805
T47844;7390
TFDAS4;1322
TFBLIB;7321
TEXKLA;5016
TFBXSS;5185
TFDQET;692
T23632;3411
T15225;7041
TEZB39;2550
TFBLB4;2946
TFDIMB;948
T76679;5561
TDCGR1;2852
TB2788;5064
T57215;6243
T23177;5193
TFC490;2609
TC7605;3476
TEZJ47;3950
T23659;5494
TFDAI9;1339
TFCFM0;2378
T44188;8081
TDCC2I;1529
TEZCOQ;4533
TFDELI;1137
TFCEIR;2426
T05500;9462
TEXNBJ;4974
TFBMED;5231
T60518;5555
TFDH76;951
TDCGXM;517
T26230;5409
T61539;5500
TFDIRC;936
TEZMUE;3614
TA8453;7278
TFCTNX;1733
TFDFBF;1114
T21852;7326
T06552;7296
TEZLD6;3749
T12248;7361
TFD796;1377
TDCDFJ;2375
TFDTXO;494
TDCC8K;1080
TA3570;4071
TFECLI;311
T58470;1878
TEZEG1;4374
TFCIL2;2246
T75023;5787
T01567;11129
TEZHCG;4125
TFBUA5;2749
TFEDC9;278
TEZMSN;5097
TDCH5S;1185
TC0329;3302
TF1272;3250
TB0737;6409
TEVVN8;5507
TD0182;4808
TDCD0V;1686
TDCGZ9;885
T15868;6808
TDCE3C;2642
TEZOI3;3433
TDCD7L;2741
TB4145;4246
TEZF84;3959
TFCAO8;2567
TB2450;3242
TEXV69;4912
T77617;5778
TFDDEF;1188
TDCFHH;2972
TFDIHS;958
TEXST8;4917
TFDIDT;964
T17652;2069
TFEERO;200
T59673;6019
TFDK20;880
TFDOW2;772
TB3969;4262
TFDRCD;604
T61985;5596
TFBKVY;4342
TEZJH5;3924
TFBKXA;4805
TDCA06;844
TFDAKV;1334
TEXY03;1787
TDC9SB;1003
TFCRJ7;1847
T03650;4959
TDCGXD;1368
TFCPEV;1970
TFDVJT;388
TB5732;3471
TFCAQ2;2551
TFC294;2613
T84893;5836
TFDQOX;669
TB4413;3907
TFDRCE;604
TFEDS0;249
TFDDIP;5290
T07678;7296
TFC868;1452
TCAFJN;3937
T36359;9427
TFDR03;635
TFCVMY;1465
TFDJIX;905
TA2884;4629
TFCC21;2509
TDCEBL;2767
TFBWAQ;2733
TFDJI5;905
TEZNWC;3495
TEYIZZ;4843
TC2138;4364
TB2434;5100
TFBTO8;2769
T30802;5777
TFCHAO;2313
TFDF76;1117
TDCG17;2729
TFCWJ5;1578
TB5748;3393
TEXKGG;5023
TFDTMB;220
TDCF18;524
TDCA7L;1514
TC4388;783
TC4760;5111
T10981;9063
TB2429;4917
T01346;10875
TFCEGK;2428
TCAMPE;5598
T92127;5758
TDCCWT;1376
T12969;7410
T14662;7194
TEZLVI;3692
TB3520;4430
T48689;5625
TFDU96;198
T76264;6773
TA4108;5610
TFDISA;1105
TDCEI1;1332
TEZBX6;4531
TFCBA0;2550
T15650;6534
TEZCEQ;4562
TDCH88;1614
TDCCSQ;723
TFAFF3;3203
TEZFHG;4295
TEZAP4;4717
TDC0OP;2486
TB4483;3578
T84385;5067
TEXKCR;5022
TFDOUY;776
TFBWCE;1434
TFCRX2;1817
TCAXD3;3621
TB2947;3936
TEZSRB;3308
TC7805;4237
TFCW93;1595
TFCKZL;2167
TDCFJV;543
TDCD8N;2634
TFCUH0;1689
TFBWHS;3166
TFD758;1381
TFDBMB;1374
TB4779;3258
TFBTA5;2790
TFDRAV;642
TFDNHE;849
T22211;12534
T07616;5177
TEXXWN;1888
TEYYVO;4741
TFCRPP;1825
TFDVDF;408
TFCSPH;1769
TFDBM8;1278
TFCTNY;1733
TFCFVN;2368
TB5887;3334
TDC0I6;2851
T80154;1306
T28036;485
TFCNEE;1970
TDCG9D;1332
TFCLMQ;2152
TDCF6Q;681
TB3684;4458
TFCYIX;1487
T76344;6758
T15319;6998
TFCXYU;1514
TC1614;2641
TFCZLS;1437
TFCRW8;1817
T36826;8677
TDCEED;1147
TDCDVM;863
TDCCPC;1665
TFCSI8;1787
TEZHSO;4070
TFDA60;1362
TEZJW9;3861
T11950;7783
TFCD46;562
TFCM87;2127
T31851;5109
TC2775;2833
TFCVTJ;1608
TFDUKC;454
TDC0JP;3369
T26693;2973
TFDCN3;1222
TCA498;4409
TEZH10;4135
TB2246;5384
TFDJA1;997
T17152;4682
TCBAPA;3656
TFCYPV;1480
T38653;4667
TFC765;2595
TFCXVK;1516
TEZCC3;4861
T09188;5933
TFDAJV;1412
TFDHMD;1005
TFDDRE;1178
TEZEVH;4343
TDCDEM;1572
T01759;10979
T80491;5297
TFDCA2;1245
T21130;4741
TDCEWQ;2797
TFCDRK;2461
T89937;5777
TDCGG3;452
TFDOCI;814
TEZNBH;3583
TDCFGK;1304
TEWRKC;5168
TFDTO8;510
TFDTL6;521
TDCHB4;367
TEZNMY;3530
TDCE7T;1469
T16397;6661
TDCGN2;1374
TFDIPN;937
TFCO76;2047
TFDS74;570
TB5811;3360
TFBZAA;2671
T15669;6900
TFDNYI;465
TA3585;3910
TEF004;2888
TEZEV7;4343
TFBZTU;2642
TEZNYK;3488
TFCU95;5435
TFCIMY;2253
TDCGPK;1336
TFCKTL;2175
TFEEOS;205
TDCHAR;341
TFDPXF;723
TFCMI4;2123
TCAYI4;4030
T09748;9641
TDCELQ;433
T84301;5792
TDCF2I;2824
TFDPUW;724
TDCF4A;1299
TFDFU2;1087
TDCEWK;1707
TFEE21;233
TDCDNY;1158
TFDNXR;821
TFBYAZ;7592
T04630;10552
TFCIUB;2245
TDCGNM;1325
