CD_CLIENTE;DS_PROD_moda;DS_LIN_REC_moda;CIDADE_moda;DS_CNAE_moda;DS_SEGMENTO_moda;DS_SUBSEGMENTO_moda;MARCA_TOTVS_moda;MODAL_COMERC_moda;PAIS_moda;PERIODICIDADE_moda;UF_moda;VL_TOTAL_CONTRATO_soma;faixa_vl_total_soma_contratos
TDCFD9;AHGORA ESTRATEGICO;SAAS SERIE T;SALGUEIRO;Comercio varejista de moveis;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;PE;95.46960082545779;0.0-0.5M
TDCFDB;AHGORA ESTRATEGICO;SAAS SERIE T;GOIANIA;Testes e analises tecnicas;CONSTRUCAO E PROJETOS;PROJETOS & SERVICOS ESPECIAIS;RH - CORE;NAO INFORMADO;105;00 - Mensal;GO;71.42353668095672;0.0-0.5M
TDCFDD;AHGORA ESTRATEGICO;SAAS SERIE T;RIBEIRAOPRETO;Testes e analises tecnicas;CONSTRUCAO E PROJETOS;PROJETOS & SERVICOS ESPECIAIS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;136.457210162675;0.0-0.5M
TDCFDG;AHGORA ESTRATEGICO;SAAS SERIE T;CORONELFABRICIANO;Promocao de vendas;SERVICOS;MIDIA;RH - CORE;NAO INFORMADO;105;00 - Mensal;MG;122.96703186902089;0.0-0.5M
TDCFDO;AHGORA MULTI;SAAS SERIE T;RIODEJANEIRO;Servicos de engenharia;CONSTRUCAO E PROJETOS;ENGENHARIA & DESIGN;RH - CORE;NAO INFORMADO;105;00 - Mensal;RJ;208.81400317931053;0.0-0.5M
TDCFDP;AHGORA GERENCIAL;SAAS SERIE T;FLORIANOPOLIS;Tratamento de dados, provedores de servicos de aplicacao e servicos de hospedagem na internet;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;115.27817674309593;0.0-0.5M
TDCFDS;AHGORA GERENCIAL;SAAS SERIE T;ITAJAI;Atividades de contabilidade;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;113.32338306701247;0.0-0.5M
TDCFDT;AHGORA ESTRATEGICO;SAAS SERIE T;SAOPAULO;Comercio atacadista de instrumentos e materiais para uso medico, cirurgico, hospitalar e de laboratorios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;192.49883273441424;0.0-0.5M
TDCFE1;AHGORA ESTRATEGICO;SAAS SERIE T;SAOPAULO;Gestao de instalacoes de esportes;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;75.15656202366945;0.0-0.5M
TDCFEE;AHGORA MULTI;SAAS SERIE T;FLORIANOPOLIS;Preparacao de documentos e servicos especializados de apoio administrativo nao especificados anteriormente;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;120.20930143566552;0.0-0.5M
TDCFEK;AHGORA GERENCIAL;SAAS SERIE T;FLORIANOPOLIS;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;134.56547434711143;0.0-0.5M
TDCFEN;AHGORA IOT;SAAS SERIE T;SALVADOR;Comercio varejista de livros;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;BA;60.1698105070356;0.0-0.5M
TDCFEV;PLANO ESSENCIAL SISTEMA VELTI;SAAS SERIE T;JARAGUADOSUL;Fundicao de metais nao-ferrosos e suas ligas;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;55.129385522899796;0.0-0.5M
TDCFEX;AHGORA ESTRATEGICO;SAAS SERIE T;FLORIANOPOLIS;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgencias;SAUDE;HOSPITAIS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;50.35380355294292;0.0-0.5M
TDCFEZ;AHGORA ESTRATEGICO;SAAS SERIE T;ARAUCARIA;Servicos de tomografia;SAUDE;CENTROS CLINICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;PR;46.7510977886357;0.0-0.5M
TDCFF0;AHGORA ACESSO WEB;SAAS SERIE T;JUNDIAI;Comercio atacadista de medicamentos e drogas de uso humano;VAREJO;VAREJO;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;630.7719826268885;0.0-0.5M
TDCFF9;AHGORA ESTRATEGICO;SAAS SERIE T;CUIABA;Preparacao de documentos e servicos especializados de apoio administrativo nao especificados anteriormente;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;MT;129.72263065926805;0.0-0.5M
TDCFFC;AHGORA MULTI;SAAS SERIE T;SAOPAULO;Lanchonetes, casas de cha, de sucos e similares;SERVICOS;VIAGENS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;125.54399643555575;0.0-0.5M
TDCFFE;AHGORA ESTRATEGICO;SAAS SERIE T;SAOJOSEDOSCAMPOS;Comercio varejista de ferragens e ferramentas;VAREJO;MATERIAL DE CONSTRUCAO;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;73.01259476603035;0.0-0.5M
TDCFFG;AHGORA ESTRATEGICO;SAAS SERIE T;RIODEJANEIRO;Administracao de obras;CONSTRUCAO E PROJETOS;CONSTRUTORAS;RH - CORE;NAO INFORMADO;105;00 - Mensal;RJ;101.87207559679949;0.0-0.5M
TDCFFJ;AHGORA MULTI;SAAS SERIE T;SAOPAULO;Atividades de consultoria em gestao empresarial, exceto consultoria tecnica especifica;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;120.20930143566552;0.0-0.5M
TDCFFQ;AHGORA GERENCIAL;SAAS SERIE T;BALNEARIOCAMBORIU;Fabricacao de estruturas metalicas;MANUFATURA;BENS DE CAPITAL;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;145.2811067779388;0.0-0.5M
TDCFFY;AHGORA AUTOMATICO;SAAS SERIE T;CAMPINAS;Desenvolvimento e licenciamento de programas de computador customizaveis;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;77.93110788649655;0.0-0.5M
TDCFG5;PLAN PROF GOLD III SIST VELTI;SAAS SERIE T;CURITIBA;Servicos combinados de escritorio e apoio administrativo;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;PR;56.5755124574641;0.0-0.5M
TDCFGH;AHGORA ESTRATEGICO;SAAS SERIE T;PALHOCA;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgencias;SAUDE;HOSPITAIS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;142.72095764087607;0.0-0.5M
TDCFGK;AHGORA MULTI;SAAS SERIE T;PORTOALEGRE;Comercio a varejo de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;RS;68.67001010496925;0.0-0.5M
TDCFGM;AHGORA ESTRATEGICO;SAAS SERIE T;ILHEUS;Restaurantes e similares;SERVICOS;VIAGENS;RH - CORE;NAO INFORMADO;105;00 - Mensal;BA;152.62524559969444;0.0-0.5M
TDCFGO;AHGORA ESTRATEGICO;SAAS SERIE T;MARACANAU;Servicos especializados para construcao nao especificados anteriormente;CONSTRUCAO E PROJETOS;CONSTRUTORAS;RH - CORE;NAO INFORMADO;105;00 - Mensal;CE;95.35189281915602;0.0-0.5M
TDCFGP;AHGORA MULTI;SAAS SERIE T;CAMPINAS;Comercio atacadista de frutas, verduras, raizes, tuberculos, hortalicas e legumes frescos;LOGISTICA;ATACADISTA E DISTRIBUIDOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;125.39686142767854;0.0-0.5M
TDCFGS;AHGORA ESTRATEGICO;SAAS SERIE T;BARRADORIBEIRO;Atividades de apoio … producao florestal;AGROINDUSTRIA;PRODUCAO DE CULTIVOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;RS;120.20930143566552;0.0-0.5M
TDCFGU;AHGORA ESTRATEGICO;SAAS SERIE T;MANAUS;Pesquisa e desenvolvimento experimental em ciencias fisicas e naturais;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;AM;154.02933396057955;0.0-0.5M
TDCFGY;AHGORA ESTRATEGICO;SAAS SERIE T;BRASILIA;Corretores e agentes de seguros, de planos de previdencia complementar e de saude;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;RH - CORE;NAO INFORMADO;105;11 - Anual;DF;34.9004238684698;0.0-0.5M
TDCFH7;AHGORA ESTRATEGICO;SAAS SERIE T;VILAVELHA;Ensino fundamental;EDUCACIONAL;BASICO;RH - CORE;NAO INFORMADO;105;00 - Mensal;ES;130.51715970180499;0.0-0.5M
TDCFH8;AHGORA ESTRATEGICO;SAAS SERIE T;SOROCABA;Atividades de organizacoes religiosas;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;264.30912429321893;0.0-0.5M
TDCFH9;AHGORA ESTRATEGICO;SAAS SERIE T;CAMBORIU;Comercio varejista de artigos esportivos;VAREJO;MODA;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;52.00171564116744;0.0-0.5M
TDCFHF;PLAN PROF GOLD III SIST VELTI;SAAS SERIE T;CARAGUATATUBA;Comercio atacadista de cerveja, chope e refrigerante;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;121.071092196089;0.0-0.5M
TDCFHH;PLANO PROF GOLD SISTEMA VELTI;SAAS SERIE T;CAIEIRAS;Fabricacao de outras pecas e acessorios para veiculos automotores nao especificadas anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;134.13247703821588;0.0-0.5M
TDCFHJ;AHGORA ESTRATEGICO;SAAS SERIE T;AMONTADA;Hoteis;HOSPITALITY;HOSPEDAGEM;RH - CORE;NAO INFORMADO;105;00 - Mensal;CE;76.98103612134663;0.0-0.5M
TDCFHL;VELTI PONTO;SAAS SERIE T;SALTO;Atividade medica ambulatorial com recursos para realizacao de procedimentos cirurgicos;SAUDE;CENTROS CLINICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;25.4585602201221;0.0-0.5M
TDCFHN;AHGORA ESTRATEGICO;SAAS SERIE T;SAOPAULO;Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas;MANUFATURA;TEXTIL & VESTUARIO;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;90.1937598287184;0.0-0.5M
TDCFHT;AHGORA ESTRATEGICO;SAAS SERIE T;PORTOALEGRE;Transporte rodoviario de carga, exceto produtos perigosos e mudancas, intermunicipal, interestadual e internacional;LOGISTICA;TRANSPORTADOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;RS;152.62524559969444;0.0-0.5M
TDCFHV;AHGORA ESTRATEGICO;SAAS SERIE T;BRASILIA;Ensino fundamental;EDUCACIONAL;BASICO;RH - CORE;NAO INFORMADO;105;00 - Mensal;DF;138.235441829305;0.0-0.5M
TDCFHX;AHGORA MULTI;SAAS SERIE T;JAPURA;Comercio varejista de material eletrico;VAREJO;MATERIAL DE CONSTRUCAO;RH - CORE;NAO INFORMADO;105;00 - Mensal;PR;125.39686142767854;0.0-0.5M
TDCFI4;AHGORA ESTRATEGICO;SAAS SERIE T;BRASILIA;Ensino medio;EDUCACIONAL;BASICO;RH - CORE;NAO INFORMADO;105;00 - Mensal;DF;276.47508751597894;0.0-0.5M
TDCFI5;AHGORA ESTRATEGICO;SAAS SERIE T;FLORIANOPOLIS;Desenvolvimento e licenciamento de programas de computador nao-customizaveis;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;120.20930143566552;0.0-0.5M
TDCFIB;AHGORA ESTRATEGICO;SAAS SERIE T;BALNEARIOCAMBORIU;Comercio varejista de moveis;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;45.93554945925917;0.0-0.5M
TDCFID;PLANO PROF GOLD II SIST VELTI;SAAS SERIE T;ITABIRA;Comercio a varejo de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;MG;110.485779343667;0.0-0.5M
TDCFIG;PLANO PROF GOLD SISTEMA VELTI;SAAS SERIE T;SOROCABA;Laboratorios clinicos;SAUDE;CENTROS CLINICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;63.078879805636;0.0-0.5M
TDCFIH;AHGORA ESTRATEGICO;SAAS SERIE T;BALNEARIOCAMBORIU;Condominios prediais;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;65.6810675163783;0.0-0.5M
TDCFIL;AHGORA ESTRATEGICO;SAAS SERIE T;MACEIO;Fabricacao de bijuterias e artefatos semelhantes;MANUFATURA;BENS DURAVEIS;RH - CORE;NAO INFORMADO;105;00 - Mensal;AL;90.1937598287184;0.0-0.5M
TDCFIM;AHGORA ESTRATEGICO;SAAS SERIE T;IMPERATRIZ;Agencias de viagens;SERVICOS;VIAGENS;RH - CORE;NAO INFORMADO;105;00 - Mensal;MA;71.17130523888157;0.0-0.5M
TDCFJ1;AHGORA GERENCIAL;SAAS SERIE T;LINS;Comercio varejista especializado de equipamentos de telefonia e comunicacao;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;51.720057197516795;0.0-0.5M
TDCFJ6;AHGORA ESTRATEGICO;SAAS SERIE T;SAOPAULO;Comercio varejista de material eletrico;VAREJO;MATERIAL DE CONSTRUCAO;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;49.81150595248121;0.0-0.5M
TDCFJ9;AHGORA ESTRATEGICO;SAAS SERIE T;GOVERNADORVALADARES;Atividades de cobrancas e informacoes cadastrais;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;MG;119.28445281472288;0.0-0.5M
TDCFJF;PLAN PROF GOLD III SIST VELTI;SAAS SERIE T;CURITIBA;Comercio varejista de outros artigos de uso domestico nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;PR;50.3748228397825;0.0-0.5M
TDCFJP;AHGORA MULTI;SAAS SERIE T;PAULOLOPES;Transporte rodoviario de carga, exceto produtos perigosos e mudancas, intermunicipal, interestadual e internacional;LOGISTICA;TRANSPORTADOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;49.06742319835947;0.0-0.5M
TDCFJQ;AHGORA MULTI;SAAS SERIE T;SAOLUIS;Comercio varejista de plantas e flores naturais;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;MA;65.54654408060489;0.0-0.5M
TDCFJV;AHGORA MULTI;SAAS SERIE T;GUARUJA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - minimercados, mercearias e armazens;VAREJO;SUPERMERCADO;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;120.20930143566552;0.0-0.5M
TDCFJY;AHGORA IOT;SAAS SERIE T;SAOPAULO;Locacao de mao-de-obra temporaria;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;20.3634850902033;0.0-0.5M
TDCFKH;AHGORA ESTRATEGICO;SAAS SERIE T;SAOPAULO;Atividades de consultoria em gestao empresarial, exceto consultoria tecnica especifica;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;63.175568525098114;0.0-0.5M
TDCFKR;AHGORA MULTI;SAAS SERIE T;GOIANESIA;Servicos de tratamento e revestimento em metais;MANUFATURA;BENS DE CAPITAL;RH - CORE;NAO INFORMADO;105;00 - Mensal;GO;144.97002133271303;0.0-0.5M
TDCFKS;AHGORA ESTRATEGICO;SAAS SERIE T;SAOJOSE;Comercio atacadista de maquinas, aparelhos e equipamentos para uso odonto-medico-hospitalar, partes e pecas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;161.1632799139394;0.0-0.5M
TDCFKT;AHGORA MULTI;SAAS SERIE T;SAOPAULO;Atividades de psicologia e psicanalise;SAUDE;CENTROS CLINICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;177.68023551249664;0.0-0.5M
TDCFKV;AHGORA ESTRATEGICO;SAAS SERIE T;ITAJAI;Holdings de instituicoes nao-financeiras;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;108.53098566758439;0.0-0.5M
TDCFKY;AHGORA ESTRATEGICO;SAAS SERIE T;FLORIANOPOLIS;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;101.87207559679949;0.0-0.5M
TDCFL7;AHGORA AUTOMATICO;SAAS SERIE T;FLORIANOPOLIS;Atividade medica ambulatorial restrita a consultas;SAUDE;CENTROS CLINICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;170.10908839287336;0.0-0.5M
TDCFLB;AHGORA ESTRATEGICO;SAAS SERIE T;NAVEGANTES;Comercio por atacado de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;121.42842007236216;0.0-0.5M
TDCFLD;AHGORA ESTRATEGICO;SAAS SERIE T;RIODEJANEIRO;Comercio atacadista de equipamentos de informatica;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;RJ;142.0609520341124;0.0-0.5M
TDCFLI;PLANO PROF GOLD I SIST VELTI;SAAS SERIE T;SALVADOR;Servicos de comunicacao multimidia - SMC;SERVICOS;UTILITIES;RH - CORE;NAO INFORMADO;105;00 - Mensal;BA;63.3773536787583;0.0-0.5M
TDCFLM;AHGORA ESTRATEGICO;SAAS SERIE T;BELOHORIZONTE;Fabricacao de alimentos e pratos prontos;MANUFATURA;BENS DE CONSUMO;RH - CORE;NAO INFORMADO;105;00 - Mensal;MG;202.39891683586467;0.0-0.5M
TDCFLN;AHGORA ESTRATEGICO;SAAS SERIE T;LORENA;Comercio varejista de calcados;VAREJO;MODA;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;140.4803016637742;0.0-0.5M
TDCFLQ;AHGORA ESTRATEGICO;SAAS SERIE T;INDAIATUBA;Treinamento em desenvolvimento profissional e gerencial;EDUCACIONAL;EDUCACAO CONTINUADA;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;115.45473875254837;0.0-0.5M
TDCFLZ;AHGORA ESTRATEGICO;SAAS SERIE T;ALMIRANTETAMANDARE;Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente;VAREJO;SUPERMERCADO;RH - CORE;NAO INFORMADO;105;00 - Mensal;PR;138.75672014292724;0.0-0.5M
TDCFMC;AHGORA MULTI;SAAS SERIE T;SAOPAULO;Comercio varejista especializado de equipamentos de telefonia e comunicacao;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;125.39686142767854;0.0-0.5M
TDCFMJ;AHGORA ESTRATEGICO;SAAS SERIE T;MARINGA;Lanchonetes, casas de cha, de sucos e similares;SERVICOS;VIAGENS;RH - CORE;NAO INFORMADO;105;00 - Mensal;PR;68.53128281182792;0.0-0.5M
TDCFMK;AHGORA AUTOMATICO;SAAS SERIE T;JOINVILLE;Fabricacao de maquinas-ferramenta, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;48.390602162124345;0.0-0.5M
TDCFMR;PLANO ESSENCIAL SISTEMA VELTI;SAAS SERIE T;SAOPAULO;Comercio atacadista de embalagens;LOGISTICA;ATACADISTA E DISTRIBUIDOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;34.5346882774608;0.0-0.5M
TDCFMT;PLANO PROF GOLD I SIST VELTI;SAAS SERIE T;BELOHORIZONTE;Servicos de comunicacao multimidia - SMC;SERVICOS;UTILITIES;RH - CORE;NAO INFORMADO;105;00 - Mensal;MG;67.9469466376871;0.0-0.5M
TDCFMY;AHGORA ESTRATEGICO;SAAS SERIE T;BALNEARIOCAMBORIU;Suporte tecnico, manutencao e outros servicos em tecnologia da informacao;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;122.61811170748375;0.0-0.5M
TDCFN1;AHGORA ESTRATEGICO;SAAS SERIE T;PARACATU;Atividades de contabilidade;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;MG;51.408971752290704;0.0-0.5M
TDCFNF;AHGORA MULTI;SAAS SERIE T;PARACATU;Atividades de limpeza nao especificadas anteriormente;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;MG;191.48990696611318;0.0-0.5M
TDCFNH;AHGORA ESTRATEGICO;SAAS SERIE T;RECIFE;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;MANUFATURA;BENS DE CAPITAL;RH - CORE;NAO INFORMADO;105;00 - Mensal;PE;191.37219895981147;0.0-0.5M
TDCFNJ;AHGORA GERENCIAL;SAAS SERIE T;FLORIANOPOLIS;Atividades de associacoes de defesa de direitos sociais;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;305.61622679039897;0.0-0.5M
TDCFNM;AHGORA ESTRATEGICO;SAAS SERIE T;BELOHORIZONTE;Atividades de contabilidade;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;MG;78.01518503385495;0.0-0.5M
TDCFNQ;AHGORA ESTRATEGICO;SAAS SERIE T;GUARULHOS;Restaurantes e similares;SERVICOS;VIAGENS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;132.8587082557363;0.0-0.5M
TDCFNT;MOBILE SISTEMA VELTI;SAAS SERIE T;SAOFRANCISCODOSUL;Carga e descarga;LOGISTICA;TRANSPORTADOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;122.8030814316716;0.0-0.5M
TDCFNW;PLAN PROF GOLD III SIST VELTI;SAAS SERIE T;CURITIBA;Comercio atacadista de embalagens;LOGISTICA;ATACADISTA E DISTRIBUIDOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;PR;46.2003924734382;0.0-0.5M
TDCFNX;AHGORA ESTRATEGICO;SAAS SERIE T;SUMARE;Outras atividades de servicos prestados principalmente …s empresas nao especificadas anteriormente;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;187.60133890078708;0.0-0.5M
TDCFOJ;AHGORA AUTOMATICO;SAAS SERIE T;VILHENA;Comercio varejista de combustiveis para veiculos automotores;VAREJO;VAREJO;RH - CORE;NAO INFORMADO;105;00 - Mensal;RO;131.34531960328485;0.0-0.5M
TDCFOK;AHGORA ESTRATEGICO;SAAS SERIE T;RIODEJANEIRO;Comercio atacadista de frutas, verduras, raizes, tuberculos, hortalicas e legumes frescos;LOGISTICA;ATACADISTA E DISTRIBUIDOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;RJ;119.28445281472288;0.0-0.5M
TDCFOX;AHGORA ESTRATEGICO;SAAS SERIE T;SAOPAULO;Corretagem na compra e venda e avaliacao de imoveis;CONSTRUCAO E PROJETOS;INCORPORADORAS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;51.501456614384956;0.0-0.5M
TDCFOY;AHGORA ESTRATEGICO;SAAS SERIE T;BELOHORIZONTE;Suporte tecnico, manutencao e outros servicos em tecnologia da informacao;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;MG;68.53128281182792;0.0-0.5M
TDCFP2;AHGORA ESTRATEGICO;SAAS SERIE T;NATAL;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;RH - CORE;NAO INFORMADO;105;00 - Mensal;RN;47.66753869484216;0.0-0.5M
TDCFPB;AHGORA MULTI;SAAS SERIE T;SAOPAULO;Outras atividades profissionais, cientificas e tecnicas nao especificadas anteriormente;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;147.54278204187995;0.0-0.5M
TDCFPG;AHGORA ESTRATEGICO;SAAS SERIE T;SAOPAULO;Ensino fundamental;EDUCACIONAL;BASICO;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;1518.361815717366;0.0-0.5M
TDCFPL;AHGORA GERENCIAL;SAAS SERIE T;SANTAMARIA;Restaurantes e similares;SERVICOS;VIAGENS;RH - CORE;NAO INFORMADO;105;00 - Mensal;RS;135.79300069854426;0.0-0.5M
TDCFPM;AHGORA ESTRATEGICO;SAAS SERIE T;SOROCABA;Atividades de contabilidade;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;104.66764074646592;0.0-0.5M
TDCFPS;AHGORA ESTRATEGICO;SAAS SERIE T;PORTOALEGRE;Atividades de cobrancas e informacoes cadastrais;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;RS;45.9859957476743;0.0-0.5M
TDCFQ4;AHGORA ESTRATEGICO;SAAS SERIE T;NATAL;Restaurantes e similares;SERVICOS;VIAGENS;RH - CORE;NAO INFORMADO;105;00 - Mensal;RN;766.8172147675072;0.0-0.5M
TDCFQ5;AHGORA ESTRATEGICO;SAAS SERIE T;SENHORDOBONFIM;Desenvolvimento e licenciamento de programas de computador nao-customizaveis;SERVICOS;PROVEDOR SERVICOS;RH - CORE;NAO INFORMADO;105;00 - Mensal;BA;71.65895269356025;0.0-0.5M
TDCFQ8;AHGORA ESTRATEGICO;SAAS SERIE T;IGARASSU;Transporte rodoviario de carga, exceto produtos perigosos e mudancas, municipal;LOGISTICA;TRANSPORTADOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;PE;102.85998207826064;0.0-0.5M
TDCFQH;AHGORA GERENCIAL;SAAS SERIE T;CAXIASDOSUL;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;MANUFATURA;BENS DE CAPITAL;RH - CORE;NAO INFORMADO;105;00 - Mensal;RS;103.84368470235394;0.0-0.5M
TDCFQI;AHGORA ESTRATEGICO;SAAS SERIE T;CASEIROS;Restaurantes e similares;SERVICOS;VIAGENS;RH - CORE;NAO INFORMADO;105;00 - Mensal;RS;70.19180647215627;0.0-0.5M
TDCFQS;AHGORA AUTOMATICO;SAAS SERIE T;BRASILIA;Lanchonetes, casas de cha, de sucos e similares;SERVICOS;VIAGENS;RH - CORE;NAO INFORMADO;105;05 - Semestral;DF;36.3171238014588;0.0-0.5M
