CD_CLIENTE;DS_PROD_MODA;DS_LIN_REC_MODA;CIDADE;DS_CNAE;DS_SEGMENTO;DS_SUBSEGMENTO;MARCA_TOTVS_MODA;MODAL_COMERC_MODA;PAIS;PERIODICIDADE_MODA;UF;VL_TOTAL_CONTRATO_SOMA;FAIXA_VLR_TOT_SOMA_CONTRATOS;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M;CLUSTER_3;CLUSTER_4;CLUSTER_5;CLUSTER_6;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
TEVVOV;CDU SISJURI PLUS;CONSULTORIA TRADICIONAL;MANAUS;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;AM;99024,6;0.0-0.5M;5466;1,0;0,0;2;0;3;2;8,0;8,5;7,25;8,25;8,5;6,5;8,5;8,25;8,0
TEVVOX;O12GASFSEP1LM;CONSULTORIA TRADICIONAL;SAOPAULO;Atividades de consultoria e auditoria contabil e tributaria;JURIDICO;JURIDICO;SERVICOS DE IMPLANTACAO;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;49611,08;0.0-0.5M;5466;0,0;0,0;2;0;3;2;9,5;10,0;9,0;10,0;9,5;9,5;9,5;9,5;9,5
TEVVP0;CDU SISJURI PLUS;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SERVICOS DE IMPLANTACAO;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;15282,48;0.0-0.5M;5466;1,0;0,0;2;0;3;2;9,67;9,33;9,33;9,67;9,67;9,0;9,33;8,0;8,0
TEVVP7;REN.FILESITE;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;14206,2;0.0-0.5M;5466;1,0;2360,2;2;0;3;2;9,8;9,8;8,6;9,6;9,4;8,2;9,2;9,8;9,8
TEVVPK;CDU CORP TOTVS  JURIDICO;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;41552,93;0.0-0.5M;5466;2,0;708,06;2;0;3;2;7,67;8,67;7,67;8,0;7,67;7,0;7,67;7,67;7,67
TEVVPM;ASFU Atual/Sup Oracle 11G Std;SOFTWARE COMPLEMENTAR;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;5587,25;0.0-0.5M;5132;0,0;0,0;2;0;3;2;9,2;8,8;8,4;9,0;9,4;7,6;9,0;8,8;9,4
TEVVPZ;CDU SISJURI PLUS;CDU TOTVS SERIE T;SALVADOR;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;BA;51159,78;0.0-0.5M;4899;1,0;0,0;2;0;3;2;9,0;8,5;8,0;9,0;8,0;7,5;9,0;8,5;8,5
TEVVQ4;CDU SISJURI PLUS;CDU TOTVS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;10953,18;0.0-0.5M;4159;1,0;0,0;2;0;3;2;8,67;9,33;8,67;8,67;8,67;8,67;8,67;8,67;8,67
TEVVQ5;CDU SISJURI PLUS;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;12819,3;0.0-0.5M;5466;1,0;0,0;2;0;3;2;3,67;4,67;4,67;4,67;4,67;2,67;6,0;5,67;3,67
TEVVQ8;CDU SISJURI PLUS;CDU TOTVS SERIE T;RIODEJANEIRO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;RJ;35885,44;0.0-0.5M;4441;1,0;0,0;2;0;3;2;10,0;10,0;10,0;10,0;10,0;9,0;9,0;10,0;10,0
TEVVQC;INTERA BACKOFFICE COMPLETO;SAAS SERIE T;SAOPAULO;Atividades de organizacoes associativas patronais e empresariais;SERVICOS;PROVEDOR SERVICOS;FEEDZ;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;44216,94;0.0-0.5M;629;1,0;9652,65;2;0;3;2;;;;;;;;;
TEVVT0;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;NOSSASENHORADOSOCORRO;Fabricacao de moveis com predominancia de madeira;MANUFATURA;BENS DURAVEIS;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SE;32236,53;0.0-0.5M;5673;1,0;295,8;2;0;3;2;9,0;9,0;9,0;9,0;9,0;8,75;9,0;8,75;8,75
TEVVTC;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SERTAOZINHO;Fabricacao de caldeiras geradoras de vapor, exceto para aquecimento central e para veiculos;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;186647,61;0.0-0.5M;5657;2,0;15428,93;2;0;3;2;3,5;6,0;3,5;3,5;7,5;2,5;3,5;3,5;3,5
TEVVTO;CDU FULL TOTVS ALUG;SAAS CDU ALUGUEL;SAOPAULO;Comercio atacadista de artigos de escritorio e de papelaria;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ALUGUEL (LEGADO);105;00 - Mensal;SP;783,68;0.0-0.5M;5803;0,0;0,0;2;0;3;2;;;;;;;;;
TEVVV0;SLA ADVANCED PRT 36M;CDU TOTVS SERIE T;BRASILIA;Atividades de organizacoes associativas patronais e empresariais;SERVICOS;PROVEDOR SERVICOS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;3447614,32;3.0-3.5M;5319;0,0;0,0;0;1;4;5;8,0;8,0;10,0;10,0;7,0;7,0;8,0;8,0;10,0
TEVVV1;CLOUDINT SETUP CLOUD;SAAS INTERA SOFTWARE;RIODEJANEIRO;Extracao de minerio de ferro;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RJ;49447,37;0.0-0.5M;1847;0,0;0,0;2;0;3;2;;;;;;;;;
TEVVV4;PROG OPED REPL ENT MNT;SOFTWARE COMPLEMENTAR;SAOJOSEDOSPINHAIS;Fabricacao de pecas e acessorios para o sistema de direcao e suspensao de veiculos automotores;MANUFATURA;METAL-MECANICO & PLASTICO;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;377974,26;0.0-0.5M;6021;3,0;77510,07;2;0;1;3;6,75;5,0;6,25;6,25;6,0;7,5;4,0;6,5;5,75
TEVVV9;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de materiais para medicina e odontologia;MANUFATURA;BENS DURAVEIS;CLOUD;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;37208,69;0.0-0.5M;5628;1,0;246,72;2;0;3;2;8,5;8,5;7,5;8,0;7,5;8,5;8,0;7,5;8,0
TEVVVO;CDU FULL TOTVS TRAD;SMS TOTVS SERIE T;FRANCA;Fabricacao de tintas, vernizes, esmaltes e lacas;MANUFATURA;QUIMICA & RECICLAGEM;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;4822,67;0.0-0.5M;7885;0,0;0,0;2;0;3;2;10,0;9,8;9,8;10,0;8,6;5,8;9,6;9,8;9,4
TEVYDI;LICENCIAMENTO DE USO DE SOFTWA;SAAS SERIE T;PENAPOLIS;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;BENS DE CONSUMO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;247737,95;0.0-0.5M;3744;1,0;2280,43;2;0;1;3;9,0;9,0;8,0;9,0;10,0;9,0;9,0;9,0;9,0
TEVYL8;CDU S1 VAREJO - TRAD;CDU TOTVS SERIE 1;RIBEIRAOPRETO;Comercio a varejo de pneumaticos e camaras-de-ar;VAREJO;CONCESSIONARIA DE VEICULOS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;622,73;0.0-0.5M;6499;0,0;0,0;2;0;3;2;;;;;;;;;
TEVYXQ;CONSINCO PDV CDU;SMS TOTVS SERIE T;SANTOANDRE;Comercio varejista de animais vivos e de artigos e alimentos para animais de estimacao;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;9499,79;0.0-0.5M;5833;0,0;0,0;2;0;3;2;10,0;10,0;9,0;10,0;10,0;8,0;10,0;10,0;9,0
TEVZID;CDU FULL TOTVS TRAD;SMS TOTVS SERIE 1;SAOPAULO;Fabricacao de maquinas e equipamentos para a industria do plastico, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;MICRO E PEQUENOS NEGOCIOS;NAO INFORMADO;105;00 - Mensal;SP;23617,17;0.0-0.5M;10370;0,0;0,0;2;0;3;2;8,5;8,5;8,0;8,5;8,5;7,5;8,5;8,5;8,0
TEVZJE;MODULO OPERAC FINAN ON PREMISE;CDU TOTVS SERIE T;SAOPAULO;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgencias;EDUCACIONAL;SUPERIOR;GESPLAN;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;4741,18;0.0-0.5M;5796;2,0;1458,68;2;0;3;2;;;;;;;;;
TEVZN2;CDU S1 VAREJO GXQUERY;SAAS SERIE 1;SAOPAULO;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;1758,89;0.0-0.5M;7107;0,0;0,0;2;0;3;2;;;;;;;;;
TEVZY8;INTERA COMBO 4 VAR 1 AO 4;SAAS INTERA SOFTWARE;SAOPAULO;Comercio varejista de madeira e artefatos;VAREJO;MATERIAL DE CONSTRUCAO;CROSS - INTERA;MODALIDADE INTERA 18;105;00 - Mensal;SP;4161,67;0.0-0.5M;2439;0,0;0,0;2;0;3;2;;;;;;;;;
TEW751;TRANS DOC ELETR TSS EXCEDENTE;CLOUD COMPUTING.;SAOPAULO;Comercio atacadista especializado em outros produtos nao especificados anteriormente;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;15042,54;0.0-0.5M;5508;0,0;0,0;2;0;3;2;0,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
TEWA34;ADESAO VA PLUS;CDU TOTVS SERIE T;SAOPAULO;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;BENS DE CONSUMO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;48132,94;0.0-0.5M;6537;1,0;304,4;2;0;3;2;6,5;6,5;6,0;7,0;7,0;5,0;6,5;5,5;8,0
TEWAA8;ID INT COMP: DO 1 AO 15;SAAS INTERA SOFTWARE;SAOPAULO;Comercio varejista de outros artigos de uso domestico nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;CROSS - INTERA;MODALIDADE INTERA 17;105;00 - Mensal;SP;7382,83;0.0-0.5M;8002;0,0;0,0;2;0;3;2;6,83;6,0;7,17;7,5;6,17;4,67;4,67;7,0;7,33
TEWBFO;SMS FULL TOTVS TRAD;SMS TOTVS SERIE T;SAOPAULO;Comercio atacadista de componentes eletronicos e equipamentos de telefonia e comunicacao;MANUFATURA;BENS DURAVEIS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;527497,4;0.5-1.0M;8966;0,0;0,0;2;0;1;3;;;;;;;;;
TEWBHY;SQLSCART08R2MN;SOFTWARE COMPLEMENTAR;BELOHORIZONTE;Fabricacao de preparacoes farmaceuticas;MANUFATURA;QUIMICA & RECICLAGEM;SOFTWARE COMPLEMENTAR;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;28558,19;0.0-0.5M;5319;0,0;0,0;2;0;3;2;;;;;;;;;
TEWBIY;SMS TOTVS TEC USER;CDU TOTVS SERIE T;ITAJAI;Preservacao de peixes, crustaceos e moluscos;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;52712,73;0.0-0.5M;5319;0,0;0,0;2;0;3;2;9,0;8,33;8,67;8,67;8,83;7,67;8,67;8,67;8,67
TEWBJ0;CDU CORP TOTVS SERVICOS RB1;CDU TOTVS SERIE T;SAOPAULO;Comercio varejista de outros produtos nao especificados anteriormente;SERVICOS;PROVEDOR DE SERVICOS;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;41783,3;0.0-0.5M;5319;2,0;0,01;2;0;3;2;8,0;8,0;8,0;7,67;8,67;7,67;8,0;6,67;8,0
TEWBJ1;PROGRESS USER 11 SMS;SMS TOTVS SERIE T;CACHOEIRINHA;Fabricacao de conservas de frutas;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;93639,38;0.0-0.5M;5316;0,0;0,0;2;0;3;2;9,0;8,75;8,0;9,0;9,25;6,5;9,25;9,0;8,0
TEWBJ8;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de outros equipamentos e artigos de uso pessoal e domestico nao especificados anteriormente;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;988,2;0.0-0.5M;5292;1,0;0,0;2;0;3;2;;;;;;;;;
TEWBJI;CDU LGT G CAP HUMANO TRAD;CDU TOTVS SERIE T;LAURODEFREITAS;Selecao e agenciamento de mao-de-obra;SERVICOS;PROVEDOR SERVICOS;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;53673,96;0.0-0.5M;5288;2,0;968,11;2;0;3;2;9,0;9,33;8,67;9,0;9,0;8,67;8,67;9,0;9,0
TEWBJX;CDU LIGHT ERP TRAD;CDU TOTVS SERIE T;SANTOANDRE;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgencias;SAUDE;HOSPITAIS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;4301,87;0.0-0.5M;5337;0,0;0,0;2;0;3;2;;;;;;;;;
TEWBP2;SMS TOTVS TEC USER;CDU TOTVS SERIE T;CONTAGEM;Producao de relaminados, trefilados e perfilados de aco, exceto arames;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;45681,19;0.0-0.5M;5288;0,0;0,0;2;0;3;2;9,0;9,0;8,0;8,5;9,5;6,0;9,0;5,0;7,5
TEWBPM;CDU FULL TOTVS TRAD;SMS TOTVS SERIE T;ITAMONTE;Fabricacao de embalagens de material plastico;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;159177,07;0.0-0.5M;5389;1,0;438,68;2;0;3;2;8,0;8,0;7,75;7,5;7,5;8,0;8,0;8,0;8,0
TEWBPO;CDU CORP ADIC MNT ATIVOS PARC;CDU TOTVS SERIE T;RECIFE;Atividades de consultoria em gestao empresarial, exceto consultoria tecnica especifica;SERVICOS;PROVEDOR SERVICOS;MANUFATURA - PARCEIRO CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;PE;120553,6;0.0-0.5M;5285;3,0;766,07;2;0;3;2;7,25;6,75;7,0;7,5;7,75;7,25;7,75;7,0;8,0
TEWBPS;CDU CORP TOTVS  JURIDICO;CDU TOTVS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;53476,92;0.0-0.5M;5295;1,0;0,0;2;0;3;2;8,25;8,75;8,0;8,5;8,5;7,0;8,25;8,25;8,5
TEWBQJ;CDU LGT COMPRAS E SUPRIM TRAD;CDU TOTVS SERIE T;ARACATUBA;Fabricacao de maquinas e equipamentos para uso industrial especifico nao especificados anteriormente, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;54869,09;0.0-0.5M;5285;0,0;0,0;2;0;3;2;6,67;6,0;6,0;5,67;4,0;5,0;6,67;6,67;6,0
TEWBQT;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;ITUPEVA;Fabricacao de tintas, vernizes, esmaltes e lacas;MANUFATURA;QUIMICA & RECICLAGEM;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;58620,32;0.0-0.5M;5285;2,0;0,01;2;0;3;2;7,0;7,0;8,0;8,0;8,0;8,0;8,0;8,0;7,0
TEWBRK;PROGRESS USER 11 CDU;CDU TOTVS SERIE T;SAOPAULO;Desenvolvimento de programas de computador sob encomenda;SERVICOS;PROVEDOR SERVICOS;PROGRESS;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;11147,37;0.0-0.5M;5285;0,0;0,0;2;0;3;2;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0
TEWBTY;CDU LGT G CAP HUMANO TRAD;SMS TOTVS SERIE T;RIODEJANEIRO;Servicos combinados de escritorio e apoio administrativo;SAUDE;SAUDE;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;7286015,77;7.0-7.5M;5658;7,0;414610,93;0;1;2;0;9,5;9,0;5,0;7,5;9,0;9,0;9,5;7,5;7,5
TEWDR7;CDU TOTVS SERIE3 MANUFATURA TR;SAAS INTERA SOFTWARE;MOSTARDAS;Serrarias com desdobramento de madeira;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;MANUFATURA - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;7525,23;0.0-0.5M;5281;0,0;0,0;2;0;3;2;9,0;5,5;7,0;7,5;6,5;6,0;9,0;8,5;6,5
TEWEF8;TOTVS TEC USER;CDU TOTVS SERIE T;MONTESCLAROS;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;250422,4;0.0-0.5M;4791;4,0;2329,33;2;0;1;3;9,14;9,29;8,86;9,29;9,0;8,57;9,43;9,43;9,29
TEWEF9;GESTAO JURIDICA COM CLOUD;BPO;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;3973,35;0.0-0.5M;1486;2,0;578,15;2;0;3;2;7,5;7,75;4,75;5,25;7,75;6,0;7,5;7,0;6,0
TEWEPY;CDU LGT G. IMOBILIARIA TRAD;CDU TOTVS SERIE T;BOAVISTA;Holdings de instituicoes nao-financeiras;CONSTRUCAO E PROJETOS;CONSTRUTORAS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RR;30879,56;0.0-0.5M;5258;1,0;2491,27;2;0;3;2;4,17;7,17;4,5;5,67;5,83;4,5;4,5;5,67;4,0
TEWERU;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;MAUA;Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;188271,68;0.0-0.5M;5256;2,0;0,01;2;0;3;2;8,5;8,0;7,0;8,5;8,0;8,0;8,5;8,5;8,5
TEWERY;CDU LGT5 ASSIST TECNICA TRAD;CDU TOTVS SERIE T;BELOHORIZONTE;Fabricacao de componentes eletronicos;MANUFATURA;BENS DURAVEIS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;38418,41;0.0-0.5M;5194;0,0;0,0;2;0;3;2;;;;;;;;;
TEWGR8;ADESAO TOTVS P;CDU TOTVS SERIE T;SERRA;Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;ES;174353,21;0.0-0.5M;5194;1,0;4088,82;2;0;3;2;10,0;10,0;10,0;10,0;10,0;8,0;10,0;10,0;7,0
TEWGVB;SMS TOTVS TEC USER;CDU TOTVS SERIE T;PATOBRANCO;Producao de pintos de um dia;AGROINDUSTRIA;AGROINDUSTRIA;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;75185,79;0.0-0.5M;5242;2,0;16285,21;2;0;3;2;7,44;7,22;7,44;7,67;7,33;7,22;7,11;7,33;7,33
TEWGVH;SMS TOTVS TEC USER;CDU TOTVS SERIE T;BOAVISTADOSUL;Fabricacao de laticinios;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;40927,03;0.0-0.5M;5236;0,0;0,0;2;0;3;2;8,67;9,67;7,67;8,33;8,67;8,33;9,0;8,33;9,67
TEWGXM;SLA ADVANCED PRT 36M;SAAS SERIE T;GOIANIA;Outras atividades de ensino nao especificadas anteriormente;EDUCACIONAL;EDUCACAO CONTINUADA;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;GO;30937,76;0.0-0.5M;8738;2,0;2824,83;2;0;3;2;9,5;10,0;10,0;10,0;9,5;9,0;9,5;10,0;9,0
TEWKLQ;CDU S1 SAUDE - TRAD;CDU TOTVS SERIE 1;BELEM;PESSOA FISICA (SEM CNAE);SAUDE;CENTROS CLINICOS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;PA;749,02;0.0-0.5M;7519;0,0;0,0;2;0;3;2;;;;;;;;;
TEWLOI;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;GRAMADO;Atividade medica ambulatorial com recursos para realizacao de procedimentos cirurgicos;SAUDE;CENTROS CLINICOS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RS;6283,06;0.0-0.5M;6292;1,0;5846,29;2;0;3;2;;;;;;;;;
TEWLPO;CDU CORP TOTVS VAREJO RB2;CDU TOTVS SERIE T;PETROPOLIS;Comercio a varejo de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;119267,24;0.0-0.5M;5235;0,0;0,0;2;0;3;2;9,0;8,0;8,0;8,0;9,0;9,0;9,0;8,0;7,0
TEWLRQ;SMS TOTVS TEC USER;CDU TOTVS SERIE T;ABREUELIMA;Fabricacao de tecidos de malha;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;59314,56;0.0-0.5M;5207;0,0;0,0;2;0;3;2;6,5;9,0;7,5;6,0;7,0;6,5;6,0;6,5;6,5
TEWLRU;CDU CORP TOTVS  JURIDICO;CDU TOTVS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;355377,28;0.0-0.5M;4766;3,0;9326,96;2;0;1;3;6,5;7,25;6,5;6,5;6,5;6,5;6,5;6,75;6,5
TEWLSU;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;BARRADOPIRAI;Fabricacao de artefatos para pesca e esporte;MANUFATURA;BENS DURAVEIS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;7225,45;0.0-0.5M;5224;0,0;0,0;2;0;3;2;9,0;9,0;9,0;9,0;9,0;9,0;9,0;9,0;9,0
TEWLVK;CDU CORP TOTVS SERVICOS RB1;CDU TOTVS SERIE T;GOVERNADORVALADARES;Provedores de acesso …s redes de comunicacoes;SERVICOS;UTILITIES;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;MG;88201,54;0.0-0.5M;4874;2,0;0,01;2;0;3;2;5,55;7,0;4,73;4,73;5,64;4,55;5,55;3,36;5,73
TEWLW3;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;90153,57;0.0-0.5M;6982;2,0;193,58;2;0;3;2;8,67;6,33;7,0;6,33;6,0;7,0;8,0;7,67;8,67
TEWLYB;SMS TOTVS TEC USER;CDU TOTVS SERIE T;TRESBARRASDOPARANA;Fabricacao de laticinios;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;135913,88;0.0-0.5M;5216;1,0;0,0;2;0;3;2;8,33;8,0;8,17;8,17;8,5;7,67;8,67;8,33;8,17
TEWOW7;CDU COLAB NEO 25000 DOC;CDU TOTVS SERIE T;RIODEJANEIRO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;597607,52;0.5-1.0M;5195;1,0;6516,57;2;3;1;3;8,0;8,0;8,0;8,0;8,0;8,0;8,0;8,0;8,0
TEWOWF;SMS TOTVS TEC USER;CDU TOTVS SERIE T;ITATIBA;Ensino fundamental;EDUCACIONAL;BASICO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;23521,73;0.0-0.5M;5195;0,0;0,0;2;0;3;2;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0
TEWOX7;CDU CORP TOTVS OPER PLS SAUDE;SOFTWARE COMPLEMENTAR;ORLANDIA;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;109388,16;0.0-0.5M;5195;2,0;3792,35;2;0;3;2;8,0;9,0;8,0;8,0;8,0;8,0;8,0;8,0;8,0
