CD_CLIENTE;DS_PROD_MODA;DS_LIN_REC_MODA;CIDADE;DS_CNAE;DS_SEGMENTO;DS_SUBSEGMENTO;MARCA_TOTVS_MODA;MODAL_COMERC_MODA;PAIS;PERIODICIDADE_MODA;UF;VL_TOTAL_CONTRATO_SOMA;FAIXA_VLR_TOT_SOMA_CONTRATOS;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M;CLUSTER_3;CLUSTER_4;CLUSTER_5;CLUSTER_6;telemetria_moduloid_moda;telemetria_productlineid_moda;telemetria_slotid_moda;telemetria_statuslicenca_moda;telemetria_contagem;NR_PROPOSTA_count;ITEM_PROPOSTA_agg_moda;HOSPEDAGEM_agg_moda;FAT_FAIXA_agg_moda;CD_PROD_agg_moda;QTD_median;QTD_sum;VL_PCT_DESC_TEMP_median;VL_PCT_DESC_TEMP_sum;VL_PCT_DESCONTO_median;VL_PCT_DESCONTO_sum;PRC_UNITARIO_median;PRC_UNITARIO_sum;VL_DESCONTO_TEMPORARIO_median;VL_DESCONTO_TEMPORARIO_sum;VL_TOTAL_median;VL_TOTAL_sum;VL_FULL_median;VL_FULL_sum;VL_DESCONTO_median;VL_DESCONTO_sum;MRR_12M_median;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
TEWBJ0;CDU CORP TOTVS SERVICOS RB1;CDU TOTVS SERIE T;SAOPAULO;Comercio varejista de outros produtos nao especificados anteriormente;SERVICOS;PROVEDOR DE SERVICOS;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;41783.3;0.0-0.5M;5322;2.0;0.01;0;2;3;2;5.0;2.0;4000.0;Desconectado;1306.0;3.0;1.0;ON PREMISES;Faixa 05 - De 35 M ate 50 M;1131001180-4;1.0;3.0;0.0;0.0;27.54;55.07;814.59;1905.43;0.0;0.0;814.59;1905.43;2361.12;5522.98;1546.54;3617.55;377.32;8.0;8.0;8.0;7.67;8.67;7.67;8.0;6.67;8.0
TEWBJ1;PROGRESS USER 11 SMS;SMS TOTVS SERIE T;CACHOEIRINHA;Fabricacao de conservas de frutas;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;93639.38;0.0-0.5M;5319;0.0;0.0;0;2;3;2;5508.0;6.0;4173.0;Desconectado;4473.0;;;;;;;;;;;;;;;;;;;;;;246.52;9.0;8.75;8.0;9.0;9.25;6.5;9.25;9.0;8.0
TEWBJ8;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de outros equipamentos e artigos de uso pessoal e domestico nao especificados anteriormente;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;988.2;0.0-0.5M;5295;1.0;0.0;0;2;3;2;5.0;2.0;4000.0;Desconectado;771.0;2.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;0131001016-3;1.0;2.0;0.0;0.0;9.46;18.92;148.15;296.3;0.0;0.0;148.15;296.3;269.37;538.73;121.21;242.43;133.45;;;;;;;;;
TEWBJI;CDU LGT G CAP HUMANO TRAD;CDU TOTVS SERIE T;LAURODEFREITAS;Selecao e agenciamento de mao-de-obra;SERVICOS;PROVEDOR SERVICOS;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;53673.96;0.0-0.5M;5291;2.0;968.11;0;2;3;2;533.0;3.0;533.0;Desconectado;16347.0;4.0;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;71A3301355;75.0;350.0;4.2;16.82;0.0;0.0;2.82;11.3;28.46;125.65;226.59;936.62;226.59;936.62;0.0;0.0;195.56;9.0;9.33;8.67;9.0;9.0;8.67;8.67;9.0;9.0
TEWBJX;CDU LIGHT ERP TRAD;CDU TOTVS SERIE T;SANTOANDRE;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgencias;SAUDE;HOSPITAIS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;4301.87;0.0-0.5M;5340;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEWBP2;SMS TOTVS TEC USER;CDU TOTVS SERIE T;CONTAGEM;Producao de relaminados, trefilados e perfilados de aco, exceto arames;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;45681.19;0.0-0.5M;5291;0.0;0.0;0;2;3;2;4093.0;2.0;4093.0;Negado;26.0;;;;;;;;;;;;;;;;;;;;;;777.87;9.0;9.0;8.0;8.5;9.5;6.0;9.0;5.0;7.5
TEWBPM;CDU FULL TOTVS TRAD;SMS TOTVS SERIE T;ITAMONTE;Fabricacao de embalagens de material plastico;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;159177.07;0.0-0.5M;5392;1.0;438.68;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;7F76001007;3.0;3.0;0.0;0.0;0.0;0.0;69.36;69.36;0.0;0.0;208.09;208.09;122.12;122.12;0.0;0.0;536.31;8.0;8.0;7.75;7.5;7.5;8.0;8.0;8.0;8.0
TEWBPO;CDU CORP ADIC MNT ATIVOS PARC;CDU TOTVS SERIE T;RECIFE;Atividades de consultoria em gestao empresarial, exceto consultoria tecnica especifica;SERVICOS;PROVEDOR SERVICOS;MANUFATURA - PARCEIRO CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;PE;120553.6;0.0-0.5M;5288;3.0;766.07;0;2;3;2;2.0;2.0;4000.0;Desconectado;1181.0;6.0;1.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;1131001218-7;1.0;6.0;0.0;0.0;0.0;0.0;86.16;3213.45;0.0;0.0;86.16;3213.45;86.16;3213.45;0.0;0.0;232.94;7.25;6.75;7.0;7.5;7.75;7.25;7.75;7.0;8.0
TEWBPS;CDU CORP TOTVS  JURIDICO;CDU TOTVS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;53476.92;0.0-0.5M;5298;1.0;0.0;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;1133387005;1.0;1.0;0.0;0.0;4.33;4.33;5247.12;5247.12;0.0;0.0;5247.12;5247.12;5849.63;5849.63;602.51;602.51;1118.03;8.25;8.75;8.0;8.5;8.5;7.0;8.25;8.25;8.5
TEWBQJ;CDU LGT COMPRAS E SUPRIM TRAD;CDU TOTVS SERIE T;ARACATUBA;Fabricacao de maquinas e equipamentos para uso industrial especifico nao especificados anteriormente, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;54869.09;0.0-0.5M;5288;0.0;0.0;0;2;3;2;5.0;2.0;0.0;Desconectado;1052.0;;;;;;;;;;;;;;;;;;;;;;247.25;6.67;6.0;6.0;5.67;4.0;5.0;6.67;6.67;6.0
TEWBQT;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;ITUPEVA;Fabricacao de tintas, vernizes, esmaltes e lacas;MANUFATURA;QUIMICA & RECICLAGEM;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;58620.32;0.0-0.5M;5288;2.0;0.01;0;2;3;2;5075.0;1.0;4000.0;Desconectado;1102.0;3.0;1.0;ON PREMISES;Faixa 05 - De 35 M ate 50 M;1131001018-2;1.0;11.0;0.0;0.0;32.04;64.08;664.97;1524.99;0.0;0.0;772.53;2224.85;2795.16;6490.14;2130.19;4604.97;318.08;7.0;7.0;8.0;8.0;8.0;8.0;8.0;8.0;7.0
TEWBRK;PROGRESS USER 11 CDU;CDU TOTVS SERIE T;SAOPAULO;Desenvolvimento de programas de computador sob encomenda;SERVICOS;PROVEDOR SERVICOS;PROGRESS;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;11147.37;0.0-0.5M;5288;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;317.17;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TEWBTY;CDU LGT G CAP HUMANO TRAD;SMS TOTVS SERIE T;RIODEJANEIRO;Servicos combinados de escritorio e apoio administrativo;SAUDE;SAUDE;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;7286015.77;7.0-7.5M;5661;7.0;414610.93;2;0;1;0;2.0;2.0;4000.0;Desconectado;53754.0;41.0;1.0;ON PREMISES;Faixa 11 - Acima de 850 M;2010067-2;80.0;9830.5;0.0;84.08;0.0;29.62;77.8;366774.21;0.0;10463.43;8140.77;867357.28;5539.0;508872.36;0.0;2008.39;8075.7;9.5;9.0;5.0;7.5;9.0;9.0;9.5;7.5;7.5
TEWDR7;CDU TOTVS SERIE3 MANUFATURA TR;SAAS INTERA SOFTWARE;MOSTARDAS;Serrarias com desdobramento de madeira;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;MANUFATURA - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;7525.23;0.0-0.5M;5284;0.0;0.0;0;2;3;2;2.0;2.0;4022.0;Desconectado;485.0;;;;;;;;;;;;;;;;;;;;;;249.33;9.0;5.5;7.0;7.5;6.5;6.0;9.0;8.5;6.5
TEWEF8;TOTVS TEC USER;CDU TOTVS SERIE T;MONTESCLAROS;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;250422.4;0.0-0.5M;4794;4.0;2329.33;0;2;0;3;722.0;9.0;3502.0;Desconectado;7463.0;10.0;1.0;ON PREMISES;Faixa 02 - De 7.5 M ate 15 M;AUT.05.000024;5.0;925.0;0.0;0.0;21.02;164.54;72.96;883.37;0.0;0.0;418.28;75797.89;1526.32;18915.44;116.52;8567.36;222.82;9.14;9.29;8.86;9.29;9.0;8.57;9.43;9.43;9.29
TEWEF9;GESTAO JURIDICA COM CLOUD;BPO;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;3973.35;0.0-0.5M;1489;2.0;578.15;0;2;3;2;6.0;2.0;4048.0;Desconectado;79.0;2.0;1.0;ON PREMISES;Sem Informações de Faturamento;1E110010003;1.0;2.0;0.0;0.0;0.0;0.0;277.85;555.7;0.0;0.0;277.85;555.7;0.0;0.01;0.0;0.0;707.67;7.5;7.75;4.75;5.25;7.75;6.0;7.5;7.0;6.0
TEWEPY;CDU LGT G. IMOBILIARIA TRAD;CDU TOTVS SERIE T;BOAVISTA;Holdings de instituicoes nao-financeiras;CONSTRUCAO E PROJETOS;CONSTRUTORAS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RR;30879.56;0.0-0.5M;5261;1.0;2491.27;0;2;3;2;524.0;3.0;0.0;Desconectado;600.0;4.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;0113001032-5;2.0;8.0;0.0;0.0;3.15;44.14;226.87;990.73;0.0;0.0;430.3;2463.95;484.15;16967.68;53.85;14503.74;289.63;4.17;7.17;4.5;5.67;5.83;4.5;4.5;5.67;4.0
TEWERU;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;MAUA;Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;188271.68;0.0-0.5M;5259;2.0;0.01;0;2;3;2;4.0;2.0;4000.0;Desconectado;6184.0;2.0;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;1131001018-2;1.0;2.0;0.0;0.0;0.0;0.0;12261.2;24522.41;0.0;0.0;12261.2;24522.41;12261.2;24522.41;0.0;0.0;3491.96;8.5;8.0;7.0;8.5;8.0;8.0;8.5;8.5;8.5
TEWERY;CDU LGT5 ASSIST TECNICA TRAD;CDU TOTVS SERIE T;BELOHORIZONTE;Fabricacao de componentes eletronicos;MANUFATURA;BENS DURAVEIS;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;38418.41;0.0-0.5M;5197;0.0;0.0;0;2;3;2;28.0;2.0;0.0;Desconectado;2500.0;;;;;;;;;;;;;;;;;;;;;;201.78;;;;;;;;;
TEWGR8;ADESAO TOTVS P;CDU TOTVS SERIE T;SERRA;Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;ES;174353.21;0.0-0.5M;5197;1.0;4088.82;0;2;3;2;5.0;2.0;4173.0;Desconectado;2242.0;2.0;2.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;01A9001001;14.5;29.0;0.0;0.0;0.0;0.0;2019.68;4039.36;0.0;0.0;2043.51;4087.03;2043.51;4087.03;0.0;0.0;451.26;10.0;10.0;10.0;10.0;10.0;8.0;10.0;10.0;7.0
TEWGVB;SMS TOTVS TEC USER;CDU TOTVS SERIE T;PATOBRANCO;Producao de pintos de um dia;AGROINDUSTRIA;AGROINDUSTRIA;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;75185.79;0.0-0.5M;5245;2.0;16285.21;0;2;3;2;2.0;2.0;4118.0;Desconectado;2661.0;9.0;2.0;ON PREMISES;Faixa 02 - De 7.5 M ate 15 M;0111001000-5;2.0;25.0;0.0;0.0;4.36;117.87;210.61;7979.23;0.0;0.0;564.47;16154.36;627.19;38106.87;62.72;21952.52;151.1;7.44;7.22;7.44;7.67;7.33;7.22;7.11;7.33;7.33
TEWGVH;SMS TOTVS TEC USER;CDU TOTVS SERIE T;BOAVISTADOSUL;Fabricacao de laticinios;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RS;40927.03;0.0-0.5M;5239;0.0;0.0;0;2;3;2;5.0;2.0;4173.0;Desconectado;1413.0;;;;;;;;;;;;;;;;;;;;;;101.86;8.67;9.67;7.67;8.33;8.67;8.33;9.0;8.33;9.67
TEWGXM;SLA ADVANCED PRT 36M;SAAS SERIE T;GOIANIA;Outras atividades de ensino nao especificadas anteriormente;EDUCACIONAL;EDUCACAO CONTINUADA;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;GO;30937.76;0.0-0.5M;8741;2.0;2824.83;0;2;3;2;;;;;;6.0;1.0;ON PREMISES;Faixa 08 - De 150 M ate 300 M;AUT.04.000050;1.0;505.0;0.0;0.0;0.0;34.83;53.07;1985.73;0.0;0.0;150.28;2824.82;133.68;4577.31;0.0;1784.54;969.61;9.5;10.0;10.0;10.0;9.5;9.0;9.5;10.0;9.0
TEWKLQ;CDU S1 SAUDE - TRAD;CDU TOTVS SERIE 1;BELEM;PESSOA FISICA (SEM CNAE);SAUDE;CENTROS CLINICOS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;PA;749.02;0.0-0.5M;7522;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEWLOI;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;GRAMADO;Atividade medica ambulatorial com recursos para realizacao de procedimentos cirurgicos;SAUDE;CENTROS CLINICOS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RS;6283.06;0.0-0.5M;6295;1.0;5846.29;0;2;3;2;515.0;3.0;0.0;Desconectado;296.0;6.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;1111001302;1.0;950.5;4.43;26.59;0.0;0.0;871.43;5846.2;57.5;944.29;1966.95;69810.21;1966.95;68614.32;0.0;0.0;1440.37;;;;;;;;;
TEWLPO;CDU CORP TOTVS VAREJO RB2;CDU TOTVS SERIE T;PETROPOLIS;Comercio a varejo de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;119267.24;0.0-0.5M;5238;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;8.0;8.0;8.0;9.0;9.0;9.0;8.0;7.0
TEWLRQ;SMS TOTVS TEC USER;CDU TOTVS SERIE T;ABREUELIMA;Fabricacao de tecidos de malha;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;59314.56;0.0-0.5M;5210;0.0;0.0;0;2;3;2;2.0;2.0;0.0;Desconectado;14095.0;2.0;1.0;ON PREMISES;Faixa 05 - De 35 M ate 50 M;2010083-8;139.0;278.0;0.0;0.0;0.0;0.0;117.0;234.0;0.0;0.0;16786.43;33572.86;16786.51;33573.01;0.0;0.0;;6.5;9.0;7.5;6.0;7.0;6.5;6.0;6.5;6.5
TEWLRU;CDU CORP TOTVS  JURIDICO;CDU TOTVS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;355377.28;0.0-0.5M;4769;3.0;9326.96;0;2;0;3;9.0;2.0;4134.0;;4.0;7.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;0133387001;1.0;21.0;0.0;0.0;0.0;81.44;548.98;40576.32;0.0;0.0;1261.16;41753.4;8728.07;77989.69;0.0;36236.29;9475.1;6.5;7.25;6.5;6.5;6.5;6.5;6.5;6.75;6.5
TEWLSU;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;BARRADOPIRAI;Fabricacao de artefatos para pesca e esporte;MANUFATURA;BENS DURAVEIS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;7225.45;0.0-0.5M;5227;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
TEWLVK;CDU CORP TOTVS SERVICOS RB1;CDU TOTVS SERIE T;GOVERNADORVALADARES;Provedores de acesso …s redes de comunicacoes;SERVICOS;UTILITIES;SERVICOS - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;MG;88201.54;0.0-0.5M;4877;2.0;0.01;0;2;3;2;4.0;2.0;4000.0;Desconectado;2825.0;3.0;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;1131001218-7;1.0;3.0;0.0;0.0;0.0;0.0;2933.83;7099.73;0.0;0.0;2933.83;7099.73;2933.83;7099.73;0.0;0.0;1036.47;5.55;7.0;4.73;4.73;5.64;4.55;5.55;3.36;5.73
TEWLW3;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;90153.57;0.0-0.5M;6985;2.0;193.58;0;2;3;2;;;;;;3.0;1.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;AUT.04.000217;1.0;202.0;0.0;0.0;0.0;0.0;0.46;93.14;0.0;0.0;92.48;185.16;0.84;85.11;0.0;0.0;252.32;8.67;6.33;7.0;6.33;6.0;7.0;8.0;7.67;8.67
TEWLYB;SMS TOTVS TEC USER;CDU TOTVS SERIE T;TRESBARRASDOPARANA;Fabricacao de laticinios;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;135913.88;0.0-0.5M;5219;1.0;0.0;0;2;3;2;200.0;2.0;0.0;Desconectado;4554.0;;;;;;;;;;;;;;;;;;;;;;260.6;8.33;8.0;8.17;8.17;8.5;7.67;8.67;8.33;8.17
TEWOW7;CDU COLAB NEO 25000 DOC;CDU TOTVS SERIE T;RIODEJANEIRO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;597607.52;0.5-1.0M;5198;1.0;6516.57;0;1;0;3;722.0;9.0;3502.0;Desconectado;1018.0;8.0;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;2010067-2;10.0;143.5;0.0;0.0;0.0;23.79;80.1;561.06;0.0;0.0;626.42;10101.99;806.07;16980.32;0.0;12.83;2924.13;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TEWOWF;SMS TOTVS TEC USER;CDU TOTVS SERIE T;ITATIBA;Ensino fundamental;EDUCACIONAL;BASICO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;23521.73;0.0-0.5M;5198;0.0;0.0;0;2;3;2;506.0;3.0;0.0;Desconectado;505.0;2.0;1.0;ON PREMISES;Faixa 02 - De 7.5 M ate 15 M;2012101-3;8.5;17.0;0.0;0.0;0.0;0.0;104.74;209.48;0.0;0.0;890.38;1780.75;717.16;1434.31;0.0;0.0;83.92;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TEWOX7;CDU CORP TOTVS OPER PLS SAUDE;SOFTWARE COMPLEMENTAR;ORLANDIA;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;109388.16;0.0-0.5M;5198;2.0;3792.35;0;2;3;2;5209.0;6.0;4000.0;Desconectado;5595.0;5.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;0131001003-8;1.0;42.0;0.0;0.0;0.0;21.44;687.33;9720.58;0.0;0.0;687.33;9974.89;922.54;10301.91;0.0;324.66;2683.44;8.0;9.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TEWOXR;CDU LGT GCH ON-DEMAND 5000 TRA;CDU TOTVS SERIE T;MANAUS;Comercio por atacado de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;AM;69518.43;0.0-0.5M;5197;2.0;9205.43;0;2;3;2;533.0;3.0;4177.0;Desconectado;7645.0;3.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;0113401015;500.0;1500.0;0.0;0.0;0.0;12.57;1.17;18.35;0.0;0.0;586.44;9172.82;586.44;12632.59;0.0;3478.69;478.32;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TEWOYI;SMS TOTVS TEC PROCESSOR X86 MU;CDU TOTVS SERIE T;DUQUEDECAXIAS;Comercio atacadista de artigos de armarinho;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;68196.0;0.0-0.5M;5197;0.0;0.0;0;2;3;2;5.0;2.0;4173.0;Desconectado;745.0;;;;;;;;;;;;;;;;;;;;;;272.63;10.0;10.0;8.0;8.67;10.0;8.33;10.0;8.67;9.67
TEWOYJ;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SAOPAULO;Representantes comerciais e agentes do comercio de texteis, vestuario, calcados e artigos de viagem;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;CLOUD;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;484179.4;0.0-0.5M;5199;1.0;46321.8;0;2;0;3;9.0;2.0;4024.0;Desconectado;54.0;4.0;1.0;TOTVS CLOUD;Faixa 09 - De 300 M ate 500 M;0T63301015;1.0;13.0;0.0;6.31;0.0;0.0;4022.68;43459.61;0.0;448.61;4235.88;46151.28;4235.88;43586.93;0.0;0.0;732.93;10.0;10.0;10.0;10.0;10.0;9.0;10.0;9.5;10.0
TEWOYT;CDU TOTVS SERIE3 VAREJO TRAD;SOFTWARE COMPLEMENTAR;SAOPAULO;Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;SOFTWARE COMPLEMENTAR;NAO INFORMADO;105;00 - Mensal;SP;7860.21;0.0-0.5M;5197;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;30.46;;;;;;;;;
TEWOYV;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;MATOZINHOS;Producao de ferro-gusa;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;2877.54;0.0-0.5M;5197;0.0;0.0;0;2;3;2;7.0;2.0;4000.0;Desconectado;83.0;;;;;;;;;;;;;;;;;;;;;;127.81;9.0;8.0;6.5;9.0;7.0;7.5;8.5;6.5;8.5
TEWOYZ;CDU CORP TOTVS VAREJO RB1;CDU TOTVS SERIE T;RIONEGRINHO;Comercio varejista de moveis;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SC;67831.14;0.0-0.5M;5197;2.0;8563.14;0;2;3;2;5.0;2.0;4000.0;Desconectado;3051.0;3.0;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;1131001079-0;1.0;3.0;0.0;0.0;0.0;0.0;3981.54;15832.16;0.0;0.0;3981.54;15832.16;3981.54;15832.16;0.0;0.0;1444.06;10.0;9.0;10.0;10.0;10.0;10.0;10.0;10.0;9.0
TEWP05;SMS TOTVS TEC USER;CDU TOTVS SERIE T;BELEM;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;VAREJO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PA;21764.34;0.0-0.5M;5198;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;126.88;5.0;8.0;5.0;5.0;5.0;5.0;5.0;5.0;7.0
TEWP22;CDU CORP TOTVS VAREJO RB2;CDU TOTVS SERIE T;SERRANEGRA;Comercio atacadista de materiais de construcao em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;TOTVS CRM;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;678559.91;0.5-1.0M;5218;5.0;21530.35;0;1;0;3;4093.0;2.0;4000.0;Desconectado;10690.0;12.0;1.0;ON PREMISES;Faixa 10 - De 500 M ate 850 M;1131001324;1.0;115.5;0.0;0.0;0.0;0.0;1088.95;48676.19;0.0;0.0;1896.09;56330.02;0.0;41607.05;0.0;0.0;1489.26;8.17;7.0;8.17;8.17;8.0;7.67;8.17;8.0;8.0
